StateID	microbe	keystoneness
16	Clostridiales_Incertae_Sedis_XIII	1247787.73513338
8	Acidaminococcaceae	1216417.84175479
9	Ruminococcaceae	42546.1992745074
5	Sutterellaceae	16117.6138441769
13	Rikenellaceae	6467.21821785491
12	Erysipelotrichaceae	3268.8658436834
2	Bacteroidaceae	0
3	Akkermansiaceae	0
4	Lachnospiraceae	0
6	Porphyromonadaceae	0
7	Prevotellaceae	0
10	Enterobacteriaceae	0
11	Desulfovibrionaceae	0
14	Barnesiellaceae	0
15	Erysipelatoclostridiaceae	0
