Row.names	sampleID	Subject	Vendor	subjectID	Time	Group	Muribaculaceae	Faecalibaculum	Bacteroides-acidifaciens	Akkermansia-muciniphila	Parasutterella	Bacteroides	Lachnospiraceae-NK4A136-group	Alloprevotella	Parabacteroides-goldsteinii	Lachnospiraceae
sample27	147	SR2	Shanghai	17	3	Resistant starch	73296.84399	19199094.6	14035.56587	26511.62442	3413761.521	25937725.73	4358822.956	7797.536594	27966644.75	8597563.849
sample42	148	SR2	Shanghai	17	5	Resistant starch	20670.82583	8966216.783	16241.36315	15749.20063	2753157.135	14618211.16	786967.8689	2952.975118	18613094.33	1051751.305
sample57	149	SR2	Shanghai	17	8	Resistant starch	7418933.464	4551271.217	30823.64906	12754.6134	3061107.217	18543082.12	457040.3137	0	19374257.76	854559.0981
sample72	150	SR2	Shanghai	17	13	Resistant starch	8335759.122	4681039.261	14989.20087	11462.33008	2617819.847	22611650.38	1520963.03	5290.306191	24615794.71	1269673.486
sample92	151	SR2	Shanghai	17	19	Resistant starch	4892596.768	7023104.001	15960.5636	11400.40257	1568239.378	18188658.28	3224489.864	6840.241544	14088617.5	2016047.191
sample107	152	SR2	Shanghai	17	25	Resistant starch	9146388.134	5670628.592	19807.5849	5659.309972	2866440.501	26716659.16	1637427.019	8488.964958	24365215.87	3087153.59
sample122	153	SR2	Shanghai	17	31	Resistant starch	18531484.36	1686181.596	0	9174.002157	1973633.664	15009890.73	546770.5285	6116.001438	83789.2197	1821345.228
sample8	154	SR3	Shanghai	18	0	Resistant starch	33005.12459	7829890.138	6908.049332	9210.732443	5344527.5	14928294.61	2269294.206	6140.488295	12453294.04	1472182.069
sample18	155	SR3	Shanghai	18	1	Resistant starch	0	23373710.29	4225.437233	0	4145153.926	26200527.8	3118372.678	8450.874466	31273869.44	1559186.339
sample28	156	SR3	Shanghai	18	3	Resistant starch	55504.69421	31915199.17	0	54271.25656	6976323.344	20561405.61	3872994.218	4933.750597	23704204.74	4561252.427
sample43	157	SR3	Shanghai	18	5	Resistant starch	35151.93961	8951066.852	18440.36176	15559.05524	4089150.221	13205027.81	1310994.469	5186.351746	17533902.73	1378993.303
sample58	158	SR3	Shanghai	18	8	Resistant starch	4039601.171	5848775.922	9504.222549	11956.92514	2241463.582	4492124.8	1449240.645	3679.05389	5556597.725	728759.258
sample73	159	SR3	Shanghai	18	13	Resistant starch	5498394.25	3608529.178	4234.652849	21778.21465	2722881.782	14842458.24	2992084.713	4234.652849	13674299	1764640.337
sample93	160	SR3	Shanghai	18	19	Resistant starch	11809648.13	10028822	7004.997905	15566.66201	3227747.368	16274166.8	3314142.342	9339.997207	18519657.79	1988641.072
sample108	161	SR3	Shanghai	18	25	Resistant starch	12759121.83	8218353.341	0	12072.49848	4002033.247	20250107.14	1637332.607	0	15499578.99	2547297.18
sample123	162	SR3	Shanghai	18	31	Resistant starch	23898759.89	1893493.455	0	20517.73094	2402040.072	11721486.58	2875413.436	0	274058.2633	5895916.541
sample9	163	SR4	Shanghai	19	0	Resistant starch	63474.28748	2965901.296	0	13042.66181	4257124.815	34685654.82	1885099.387	6956.086299	17445864.44	3366745.769
sample19	164	SR4	Shanghai	19	1	Resistant starch	29023.58525	19957983.03	0	15365.42748	2109331.74	31410348.32	2909187.604	23048.14122	20696377.19	3178082.584
sample29	165	SR4	Shanghai	19	3	Resistant starch	67165.74688	25442956.54	30010.22733	17148.70133	2135013.316	47090333.86	3239675.493	8574.350666	24668406.87	10417836.06
sample44	166	SR4	Shanghai	19	5	Resistant starch	81424.89092	7876911.395	0	7101.007929	3303388.888	15514755.52	1781879.59	4260.604757	13492388.47	1312739.666
sample59	167	SR4	Shanghai	19	8	Resistant starch	6733910.121	3309763.313	5351.274557	7358.002516	1476951.778	24969047.08	7169370.088	10702.54911	21219810.35	4108441.041
sample74	168	SR4	Shanghai	19	13	Resistant starch	2705472.834	1812796.988	3166.764925	2814.902156	1146720.766	8042175.459	1486620.201	2814.902156	7022125.29	608018.8656
sample94	169	SR4	Shanghai	19	19	Resistant starch	9258013.91	11670051.11	0	16188.1691	3067658.045	40206555.6	8450224.272	0	33074048.29	5573586.622
sample109	170	SR4	Shanghai	19	25	Resistant starch	11206572.42	10808698.43	22880.93281	19067.44401	4677879.596	40124258	5060499.639	7626.977603	26315615.06	3536375.282
sample124	171	SR4	Shanghai	19	31	Resistant starch	33600959.18	4023341.954	35727.75292	23818.50195	5064408.976	32151007.88	3290923.019	0	2077171.857	4449097.676
sample10	172	SR5	Shanghai	20	0	Resistant starch	89969.1362	5492560.229	0	11107.30077	4650626.831	28235869.28	1487267.573	13328.76092	14852682.58	5594747.396
sample20	173	SR5	Shanghai	20	1	Resistant starch	25541.3943	15829897.05	0	6179.369588	2413249.803	10862507.82	279719.4633	4531.537698	9059367.774	608461.9254
sample30	174	SR5	Shanghai	20	3	Resistant starch	100688.1195	26519211.41	42059.59421	38235.99473	4030073.845	26209499.86	2285237.952	0	30595168.45	8048676.891
sample45	175	SR5	Shanghai	20	5	Resistant starch	32405.41754	6212118.542	4050.677192	7291.218946	6349436.498	11677292.21	172963.9161	6076.015788	16992185.75	599095.1567
sample60	176	SR5	Shanghai	20	8	Resistant starch	5266703.648	5246944.745	0	6373.839584	2146709.172	11795427.53	233282.5288	0	12703062.29	523929.6138
sample75	177	SR5	Shanghai	20	13	Resistant starch	4830185.509	4380160.792	5585.41316	14362.49098	3708714.338	7820775.299	940344.2013	8378.11974	13320013.51	810283.8663
sample95	178	SR5	Shanghai	20	19	Resistant starch	13611722.84	12894486.72	7881.715599	0	4504963.445	21047558.53	2850929.128	15763.4312	24773358.09	2639248.766
sample110	179	SR5	Shanghai	20	25	Resistant starch	13260601.25	7674399.475	0	28071.36569	2411018.409	19980574.29	4226300.057	12476.16253	26653761.72	6035343.623
sample125	180	SR5	Shanghai	20	31	Resistant starch	21078063.11	3900786.428	0	10731.18687	1747171.363	6231466.077	1750524.858	0	282364.3546	2249525.048
