Row.names...1	sampleID	Subject	Vendor	subjectID	Time	Group	Muribaculaceae	Faecalibaculum	Bacteroides-acidifaciens	Akkermansia-muciniphila	Parasutterella	Bacteroides	Lachnospiraceae-NK4A136-group	Alloprevotella	Parabacteroides-goldsteinii	Lachnospiraceae	Lachnospiraceae-bacterium-28-4	Clostridia-UCG-014	Oscillospiraceae	Rikenellaceae-RC9-gut-group	Mucispirillum-schaedleri
sample388	117	HC3	Hunan	13	31	Control	25018888.22	1656944.689	7212429.576	17824037.23	2674549.621	522800.2301	733092.228	3712988.434	1138701.871	451183.7602	67059.05816	741555.9926	267585.1738	20182.82333	12370.11752
sample269	118	HC4	Hunan	14	0	Control	11608581.36	866013.1849	30665877.29	8179569.619	11966500.11	2840823.598	5186067.396	6518876.705	15271616.9	10542333.92	1656938.521	92608.34636	6558923.558	16269.03382	2789513.568
sample284	119	HC4	Hunan	14	1	Control	5563331.862	129507.0696	2634830.45	677632.0612	2728768.677	897429.2708	1840459.622	2374904.29	10577626.71	5006086.654	2302854.582	51073.21053	2774369.758	10944.2594	103058.4427
sample299	120	HC4	Hunan	14	3	Control	15732454.82	9694543.829	18523448.38	3941585.265	12376177.26	2952723.311	3347035.866	1785188.481	16274634.59	5053669.892	2866467.44	247985.6302	2313505.693	7701.417087	596089.6825
sample314	121	HC4	Hunan	14	5	Control	13337688.8	1228057.474	15655681.47	273509.4597	2029440.191	1557636.373	4112214.727	969591.0347	7825105.642	7405268.622	7462705.608	354194.7503	4261277.382	4102.641896	1171988.035
sample329	122	HC4	Hunan	14	8	Control	14934987.72	2751181.948	7399888.805	17186579.78	3100665.702	858240.4328	3586505.413	5275485.918	10067423.82	6613836.82	2797015.883	1229495.306	4199534.294	6875.090249	475527.0756
sample344	123	HC4	Hunan	14	13	Control	13410318.83	3762105.69	14744664.57	10391181.46	4480289.187	1261144.055	1182754.845	4377691.545	6324741.188	2962074.634	5411161.056	420765.6126	1643291.454	3458.347501	222487.0226
sample359	124	HC4	Hunan	14	19	Control	18784428.58	1916413.287	23854773.07	629195.8562	1376676.557	794198.2451	5049470.695	2692719.707	4244338.556	8747114.589	14122614.1	442325.6809	5954001.862	9939.902942	444313.6615
sample374	125	HC4	Hunan	14	25	Control	25767862.72	1439769.815	8976890.802	221286.2075	885144.8302	308673.1175	1254424.998	1886570.629	1463730.742	3914792.621	6502572.729	2623016.766	5138209.36	2818.93258	152927.0925
sample389	126	HC4	Hunan	14	31	Control	23815527.85	886386.7167	6477505.174	7200544.666	1459345.764	580421.6105	3232119.197	1200643.56	682409.9792	4167427.164	4210544.198	745427.1827	2814215.637	23216.86442	1010762.776
sample270	127	HC5	Hunan	15	0	Control	20665590.45	370339.125	30631382.95	20131768.29	4934518.612	2352153.902	5508377.436	11243629.29	17963115.76	13095324.92	797396.8548	1908414.23	6419211.501	43373.05068	213528.8649
sample285	128	HC5	Hunan	15	1	Control	16332025.18	944653.281	13231308.63	23328446.08	5718101.64	717513.9087	2292522.967	5078942.011	8468424.893	2594495.078	610106.9187	710470.8273	1273917.332	15846.93295	127655.8488
sample300	129	HC5	Hunan	15	3	Control	11398317.1	10422977.54	21152619.99	37590947.56	11416462.95	2126693.886	1133208.474	3009489.599	10933783.28	1310130.534	778457.0623	495381.7669	792066.4515	9072.926134	161498.0852
sample315	130	HC5	Hunan	15	5	Control	16542735.22	13486005.48	9625648.247	5790535.854	11514804	614291.1787	1262242.148	1755568.454	5258290.415	2811644.385	1353754.704	292419.431	2178419.574	6311.21074	122016.741
sample330	131	HC5	Hunan	15	8	Control	27460365.42	4705005.797	20037878.39	8780282.12	5306369.078	983361.3402	2630491.585	3067330.95	5790485.43	7810158.336	5845326.736	3050311.234	4971648.006	0	682679.6996
sample345	132	HC5	Hunan	15	13	Control	9454938.986	4050685.146	5416130.505	3287609.403	4453007.182	286895.6952	309535.5884	1186553.089	1310144.637	488056.7131	640226.4868	378939.851	302112.6726	0	41568.32842
sample360	133	HC5	Hunan	15	19	Control	41903526.6	3377592.983	16421120.26	1603020.816	4111607.778	416222.9488	3942868.745	2770132.463	2519836.231	13673486.33	48107498.39	2134548.771	10256520.91	14061.58611	10307142.62
sample375	134	HC5	Hunan	15	25	Control	20258048.22	3009586.747	7367793.107	485435.4045	3169143.332	223266.4578	216500.8076	1984026.932	1134937.827	691223.9325	3144899.752	2048864.413	748731.9595	0	25371.18839
sample390	135	HC5	Hunan	15	31	Control	51245479.62	786384.3154	10385696.3	31711286.48	1698183.371	713508.1827	13643089.95	3148926.849	1438879.922	5433508.869	644021.6376	1579547.806	5860596.902	42369.84458	2210011.093
sample1	136	SC1	Shanghai	16	0	Control	14665.05222	76145.46344	16357.17363	12972.93081	8379949.261	16933622.99	772171.4033	0	17382599.2	2133765.098	1973577.604	136497.7937	680232.8067	0	1440559.36
sample11	137	SC1	Shanghai	16	1	Control	28906.48049	60125.47942	8671.944147	4046.907269	5078868.622	21198278.4	554426.2958	5781.296098	19656406.73	1226791.032	1832670.863	84985.05264	705896.2536	8093.814537	489675.7795
sample21	138	SC1	Shanghai	16	3	Control	55507.55377	23583141.14	11774.32959	8410.235419	5567575.847	24022996.45	1264058.383	10092.2825	23658833.26	2123584.443	5729052.367	28594.80042	1741759.755	3364.094168	62235.7421
sample36	139	SC1	Shanghai	16	5	Control	30397.59866	1777090.383	4676.55364	8963.394476	4117705.48	12017184	690181.3746	3507.41523	11228795	809043.7797	1743575.082	79501.41187	332035.3084	0	97817.91363
sample51	140	SC1	Shanghai	16	8	Control	8527.478495	3009929.195	1624.281618	1082.854412	1289138.178	2775761.928	244048.3131	2301.065626	2550122.14	278699.6543	738100.6386	16107.45938	183679.1796	541.427206	77153.37686
sample66	141	SC1	Shanghai	16	13	Control	32589.20688	1268519.505	0	1844.672087	4326985.827	15359354.69	291458.1898	4304.234871	7515194.084	234888.2458	1594411.574	49806.14636	160486.4716	0	9223.360437
sample86	142	SC1	Shanghai	16	19	Control	58240.6978	1427265.708	0	11426.97235	1042434.768	8965749.952	642490.7358	2580.28408	9561426.963	751968.5032	2524623.666	27277.28884	553655.2411	2948.896091	46445.11343
sample101	143	SC1	Shanghai	16	25	Control	11173964.19	4897814.492	11476.5629	8416.146125	4104401.444	3861863.415	699687.7846	8416.146125	2152620.647	1474355.78	2346957.112	34812.24079	658372.1582	3442.968869	5738.281449
sample116	144	SC1	Shanghai	16	31	Control	9741835.107	663591.6935	15452.32922	12018.47828	406911.336	257538.8203	1952144.257	8584.627342	265264.9849	4022756.372	17479159.73	435240.6062	3697398.996	0	483314.5193
sample2	145	SC2	Shanghai	17	0	Control	37553.17956	107845.0285	0	7703.21632	1963357.26	13371820.63	5132267.873	7703.21632	20266199.24	8300215.585	10505261.26	56811.22036	2331185.839	5777.41224	4897319.775
sample12	146	SC2	Shanghai	17	1	Control	61290.12151	60644.96234	9032.228433	11612.86513	877416.4764	14514791.09	1930961.407	4516.114217	20477352.18	2143218.775	5119338.044	45806.30134	745158.8457	5806.432564	135483.4265
sample22	147	SC2	Shanghai	17	3	Control	56283.89542	19092380.21	0	22072.11585	4330549.13	11441081.25	3335096.705	0	21054591.31	8725107.396	15227552.73	26486.53902	2574712.314	0	595947.128
sample37	148	SC2	Shanghai	17	5	Control	43413.79766	789627.769	5662.66926	13842.08041	819199.4863	9279856.546	2489686.918	8808.596626	14051599.18	5826257.483	10597370.93	366185.9455	2997439.595	0	10385964.61
sample52	149	SC2	Shanghai	17	8	Control	86666.20507	2209988.229	0	0	1087358.55	15349995.76	3342695.375	9069.719136	17722231.19	3856646.126	8947781.8	501857.7922	2583862.207	0	10006923.45
sample67	150	SC2	Shanghai	17	13	Control	42143.97269	1090863.461	0	7097.932242	2158658.643	11653030.26	1173376.924	3548.966121	5085224.831	1247017.971	7038487.059	30166.21203	1004801.033	2661.724591	12865.00219
sample87	151	SC2	Shanghai	17	19	Control	116180.3237	2198899.154	11724.61982	14389.30615	1668093.639	19628079.46	811663.4542	8526.996236	12562930.14	1458116.356	6328630.019	62353.65997	599021.4856	0	1347798.343
sample102	152	SC2	Shanghai	17	25	Control	12602835.75	3853517.046	0	6524.473305	1755083.319	1000691.093	233249.9206	4077.795815	1967944.261	703827.5577	1706965.328	205520.9091	292785.7395	0	3262.236652
sample117	153	SC2	Shanghai	17	31	Control	8370087.934	1961407.092	6929.078533	10513.08467	2426850.023	464726.1292	348365.3966	5973.343563	297233.5757	551459.0777	1579829.905	160802.4087	239650.5437	1194.668713	13619.22332
sample3	154	SC3	Shanghai	18	0	Control	26858.49026	6202479.99	5493.782099	13429.24513	2163939.727	14427282.21	3534943.571	10377.14397	26076541.94	1955176.007	4343750.38	237453.4707	810638.0697	6104.202332	191671.9532
sample13	155	SC3	Shanghai	18	1	Control	18898.34485	11137717.56	0	7910.935054	1258278.17	12801211.41	2391299.868	3515.971135	14392627.84	1056109.83	2525785.764	57574.02734	269850.7846	2636.978351	66363.95518
sample23	156	SC3	Shanghai	18	3	Control	103346.5742	24926105.83	35899.33628	9790.728078	3913027.655	21997590.27	3695455.92	0	24607363.24	6676188.69	18556693.28	64183.66184	2940481.999	6527.152052	11657493.56
sample38	157	SC3	Shanghai	18	5	Control	8882.819959	2863706.538	1719.255476	2005.798055	3187499.653	6983042.658	457895.0418	0	7469591.958	606037.5553	1511512.106	49285.32365	348722.3191	1719.255476	60460.48424
sample53	158	SC3	Shanghai	18	8	Control	96720.89194	4734582.485	5689.464232	3792.976154	2596292.178	30368463.58	1197632.221	12327.1725	25882321.03	1397711.713	8083780.429	36033.27347	862902.0751	12327.1725	2086136.885
sample68	159	SC3	Shanghai	18	13	Control	33752.2489	1706022.763	0	4602.579396	1915440.125	25497522.75	979582.3147	8438.062225	13008423.56	869887.5058	2258332.29	194842.5277	804684.2976	6903.869093	6136.772527
sample88	160	SC3	Shanghai	18	19	Control	121966.2332	2770732.911	0	23493.49573	1859485.194	17735089.97	1044710.768	8497.647392	11243387.22	1410609.467	6861600.338	58483.80852	858762.2482	0	4941132.027
sample103	161	SC3	Shanghai	18	25	Control	7382057.154	5155522.921	7039.629464	12067.93622	857829.1333	9839893.499	388688.1125	10559.4442	4206178.605	754246.014	1297303.144	93526.50574	128724.6531	3519.814732	0
sample118	162	SC3	Shanghai	18	31	Control	15573227.94	3729116.916	18154.34925	21892.00939	2768538.26	1315122.417	1052418.305	4271.611587	962714.4615	1076446.12	2507969.953	233336.783	743794.3676	1601.854345	16018.54345
sample4	163	SC4	Shanghai	19	0	Control	71761.07899	175884.9975	0	59097.35917	2752248.441	50507135.89	9402108.427	32362.83954	32150370.47	11670321.36	42472709.2	298300.9558	3578204.39	0	2430027.126
sample14	164	SC4	Shanghai	19	1	Control	22510.26915	81747.81955	16586.51411	36727.28125	2380164.775	18310326.83	3932188.595	0	15439675.14	6217573.29	17421763.57	181266.9042	2406229.297	9478.008064	464422.3951
sample24	165	SC4	Shanghai	19	3	Control	61095.52744	13471563.8	0	8485.489923	3202423.897	26023300.5	3801499.485	10182.58791	19066895.86	8142676.13	25914686.22	25456.46977	2783240.695	0	1692006.691
sample39	166	SC4	Shanghai	19	5	Control	14476.34291	1437461.726	0	0	1367036.274	11816608.34	338433.4222	1565.010045	7905648.241	665911.7741	2034513.058	0	97813.1278	0	35603.97852
sample54	167	SC4	Shanghai	19	8	Control	61770.45335	1698093.52	3563.680001	10691.04	3937866.401	22770133.37	1397556.507	6533.413335	9253689.069	1784215.787	7914339.335	39200.48001	590382.9868	4157.626668	477533.1201
sample69	168	SC4	Shanghai	19	13	Control	34033.24318	1693900.191	4478.058313	8359.042185	3304508.498	11039309.35	186287.2258	2686.834988	6995622.697	564832.4219	1116529.206	75231.37966	107473.3995	0	3283.90943
sample89	169	SC4	Shanghai	19	19	Control	73673.56177	2720827.337	6270.090363	5486.329068	3189516.592	16166644.24	556078.6391	6661.971011	8498715.607	1650209.407	2540170.358	43106.87125	462811.0449	1567.522591	65052.18752
sample104	170	SC4	Shanghai	19	25	Control	15931163.18	5585691.608	7024.764868	15053.06757	3772298.734	13719365.79	1720063.855	7024.764868	5285633.794	4539001.642	3564566.402	93329.01896	1454126.328	0	0
sample119	171	SC4	Shanghai	19	31	Control	21830925.66	1541993.788	22727.7996	21853.65346	1468565.513	1641646.448	2167008.277	4370.730693	1584826.949	4531573.582	10907595.52	231648.7267	4158313.181	6993.169108	508753.0526
sample5	172	SC5	Shanghai	20	0	Control	11695.46251	168934.4585	23390.92502	0	6059549.077	23149218.8	12074915.3	15593.95002	30354923.2	9854076.915	22950395.94	36385.88337	2393671.328	10395.96668	1924553.331
sample15	173	SC5	Shanghai	20	1	Control	8820.181082	53901.10661	25480.52312	9800.201202	6385811.103	10112827.62	1890458.812	0	16821065.34	1291666.518	3288947.523	163663.3601	755595.5127	6860.140841	83301.71021
sample25	174	SC5	Shanghai	20	3	Control	48471.69594	6014183.378	29083.01756	12464.15038	3812183.476	15536332.64	1112079.195	6001.257592	15325365.35	1499391.128	3510274.056	149569.8046	662908.1463	3231.446396	54934.58873
sample40	175	SC5	Shanghai	20	5	Control	19566.48957	3943537.034	8226.819477	0	3535308.911	8308865.326	427127.5734	2890.504141	7668285.139	464704.1272	1447697.882	333297.3621	234353.1819	1111.732362	25569.84432
sample55	176	SC5	Shanghai	20	8	Control	43967.50822	2649757.818	7544.720346	6764.232034	4326767.037	11031161.63	754992.3601	3642.278788	11151096.67	424065.316	1032325.874	21333.34718	235187.1446	0	84032.57489
sample70	177	SC5	Shanghai	20	13	Control	50945.18087	978003.9652	0	11480.60414	3252598.66	13977635.54	1007423.013	0	11515763.49	1233447.407	4875669.071	84669.45553	424064.8154	2870.151035	0
sample90	178	SC5	Shanghai	20	19	Control	106517.926	1134906.455	10862.02535	14365.90449	1703235.652	13775851.24	836025.5638	5255.818717	12900582.23	1014723.4	2499667.382	44499.26513	582695.1017	1051.163743	59916.33337
sample105	179	SC5	Shanghai	20	25	Control	8564759.553	4712928.475	0	23578.78965	1860838.079	11195209.33	3654712.396	15090.42538	6856712.03	6403056.118	11957275.81	19806.18331	2260734.352	0	33953.4571
sample120	180	SC5	Shanghai	20	31	Control	10254173.88	2598437.277	16649.83668	12398.81455	866854.2628	818321.7601	277733.4459	7085.036884	573533.7358	407743.8727	1354304.8	78289.65757	236640.2319	0	14524.32561
