Row.names	sampleID	Subject	Vendor	subjectID	Time	Group	Muribaculaceae	Faecalibaculum	Bacteroides-acidifaciens	Akkermansia-muciniphila	Parasutterella	Bacteroides	Lachnospiraceae-NK4A136-group	Alloprevotella	Parabacteroides-goldsteinii	Lachnospiraceae
sample3	154	SC3	Shanghai	18	0	Control	26858.49026	6202479.99	5493.782099	13429.24513	2163939.727	14427282.21	3534943.571	10377.14397	26076541.94	1955176.007
sample13	155	SC3	Shanghai	18	1	Control	18898.34485	11137717.56	0	7910.935054	1258278.17	12801211.41	2391299.868	3515.971135	14392627.84	1056109.83
sample23	156	SC3	Shanghai	18	3	Control	103346.5742	24926105.83	35899.33628	9790.728078	3913027.655	21997590.27	3695455.92	0	24607363.24	6676188.69
sample38	157	SC3	Shanghai	18	5	Control	8882.819959	2863706.538	1719.255476	2005.798055	3187499.653	6983042.658	457895.0418	0	7469591.958	606037.5553
sample53	158	SC3	Shanghai	18	8	Control	96720.89194	4734582.485	5689.464232	3792.976154	2596292.178	30368463.58	1197632.221	12327.1725	25882321.03	1397711.713
sample68	159	SC3	Shanghai	18	13	Control	33752.2489	1706022.763	0	4602.579396	1915440.125	25497522.75	979582.3147	8438.062225	13008423.56	869887.5058
sample88	160	SC3	Shanghai	18	19	Control	121966.2332	2770732.911	0	23493.49573	1859485.194	17735089.97	1044710.768	8497.647392	11243387.22	1410609.467
sample103	161	SC3	Shanghai	18	25	Control	7382057.154	5155522.921	7039.629464	12067.93622	857829.1333	9839893.499	388688.1125	10559.4442	4206178.605	754246.014
sample118	162	SC3	Shanghai	18	31	Control	15573227.94	3729116.916	18154.34925	21892.00939	2768538.26	1315122.417	1052418.305	4271.611587	962714.4615	1076446.12
sample4	163	SC4	Shanghai	19	0	Control	71761.07899	175884.9975	0	59097.35917	2752248.441	50507135.89	9402108.427	32362.83954	32150370.47	11670321.36
sample14	164	SC4	Shanghai	19	1	Control	22510.26915	81747.81955	16586.51411	36727.28125	2380164.775	18310326.83	3932188.595	0	15439675.14	6217573.29
sample24	165	SC4	Shanghai	19	3	Control	61095.52744	13471563.8	0	8485.489923	3202423.897	26023300.5	3801499.485	10182.58791	19066895.86	8142676.13
sample39	166	SC4	Shanghai	19	5	Control	14476.34291	1437461.726	0	0	1367036.274	11816608.34	338433.4222	1565.010045	7905648.241	665911.7741
sample54	167	SC4	Shanghai	19	8	Control	61770.45335	1698093.52	3563.680001	10691.04	3937866.401	22770133.37	1397556.507	6533.413335	9253689.069	1784215.787
sample69	168	SC4	Shanghai	19	13	Control	34033.24318	1693900.191	4478.058313	8359.042185	3304508.498	11039309.35	186287.2258	2686.834988	6995622.697	564832.4219
sample89	169	SC4	Shanghai	19	19	Control	73673.56177	2720827.337	6270.090363	5486.329068	3189516.592	16166644.24	556078.6391	6661.971011	8498715.607	1650209.407
sample104	170	SC4	Shanghai	19	25	Control	15931163.18	5585691.608	7024.764868	15053.06757	3772298.734	13719365.79	1720063.855	7024.764868	5285633.794	4539001.642
sample119	171	SC4	Shanghai	19	31	Control	21830925.66	1541993.788	22727.7996	21853.65346	1468565.513	1641646.448	2167008.277	4370.730693	1584826.949	4531573.582
sample5	172	SC5	Shanghai	20	0	Control	11695.46251	168934.4585	23390.92502	0	6059549.077	23149218.8	12074915.3	15593.95002	30354923.2	9854076.915
sample15	173	SC5	Shanghai	20	1	Control	8820.181082	53901.10661	25480.52312	9800.201202	6385811.103	10112827.62	1890458.812	0	16821065.34	1291666.518
sample25	174	SC5	Shanghai	20	3	Control	48471.69594	6014183.378	29083.01756	12464.15038	3812183.476	15536332.64	1112079.195	6001.257592	15325365.35	1499391.128
sample40	175	SC5	Shanghai	20	5	Control	19566.48957	3943537.034	8226.819477	0	3535308.911	8308865.326	427127.5734	2890.504141	7668285.139	464704.1272
sample55	176	SC5	Shanghai	20	8	Control	43967.50822	2649757.818	7544.720346	6764.232034	4326767.037	11031161.63	754992.3601	3642.278788	11151096.67	424065.316
sample70	177	SC5	Shanghai	20	13	Control	50945.18087	978003.9652	0	11480.60414	3252598.66	13977635.54	1007423.013	0	11515763.49	1233447.407
sample90	178	SC5	Shanghai	20	19	Control	106517.926	1134906.455	10862.02535	14365.90449	1703235.652	13775851.24	836025.5638	5255.818717	12900582.23	1014723.4
sample105	179	SC5	Shanghai	20	25	Control	8564759.553	4712928.475	0	23578.78965	1860838.079	11195209.33	3654712.396	15090.42538	6856712.03	6403056.118
sample120	180	SC5	Shanghai	20	31	Control	10254173.88	2598437.277	16649.83668	12398.81455	866854.2628	818321.7601	277733.4459	7085.036884	573533.7358	407743.8727
