sampleID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365
Bacteroidaceae	8965.27605	5723190.521	1425618.559	26729191.65	13808720	23087839.77	30400555.96	37038704.33	68622122.18	13689527.79	22854820	53109639.81	54772580.11	87294429.15	81762684.34	95131334.63	42790775.46	93612004.99	34519480	43136480	39142858.13	23330563.13	34411129.87	14021653.67	47364975.36	42147469.98	81278214.03	160608500	54808313.49	181857392.6	112954700	119343400	214307328.6	42517455.53	77920184.1	59567713.29	43787933.5	257814080.8	431959500.9	78257460.15	43400247.93	31994322.6	24479947.01	47606882.09	24283560.46	47028650.41	11610170	6615318.902	48764100	8799852.206	12206780	9763690.493	9079805.161	21929489.39	11502750	13091310	28773566.84	14306000	16543750	32166897.57	5146169.773	43823408.69	29993619.77	62954581.67	18767490	14899284.03	27737960	29874090	42955390	69849578.53	31521041.9	35459328.94	34435649.2	18218.73351	44209688.46	169888000	2097203	19670370	12047340	23680570.37	15235170	28692970.8	42722969.43	52109713.05	63694605.57	121274500	36522270	88190134.11	40882870	53781432.72	58254090	61028009.09	106693300	56856938.38	43100753.2	24889455.78	62428570.4	35175005.84	44018200.12	59636245.71	201715039.6	131353585.7	113489300	105394128.5	231305800	442172751.4	141471600	107098812.6	115673400	13723385.21	183429800	266519332.7	62861095.79	54069292.09	26338720	51911605.12	51765093.15	30413826	29784026.89	8399692.071	29028612.18	19538270	14680940	14984010	11697780	17946320	30997099.83	27981590	16312499.59	39987048.98	46127730.4	27929384.36	24512265.84	17233470	59464524.82	65061094.89	30257310	26306904.49	38047159.45	35748867.66	60617876.06	19000720	19404770	53345058.02	5180933.295	50290010.28	6372.53623	20759580	21872640	40340980	17009020	21582920	6144534.682	16710650	21578268.39	11837570	29131367.28	32202840	71770365.35	34845005.57	40189921.96	115837632.2	62259560.45	31734120	112162000	23360120.08	278263890.2	49941950.22	26330985.57	22755541.55	25390327.64	69991679.4	96429406.68	171583500	59523194.98	146674400	56973867.09	253406200	182394675.3	4765750.87	26454780	95644608.62	67937277.54	89300031.08	140742600	42087418.95	32995514.76	40879199	64342420.08	47203420	26355220	15856570	9413463.578	28861803.82	16701990.47	8738832.374	39039926.5	8237200.327	20061380	29706950.3	26128310	20532950	39815688.62	54991986.6	36072546.36	15425570	12369772.11	70124512.73	27635790	80799555.55	57053036.97	62680163.91	31430063.26	85385443.81	27579628.28	30094811.13	20634297.71	18936150	67122572.89	3513.8445	12989016.42	47900913.9	76082493.86	80235557.27	17445420	27556651.28	165356731.2	13813990	20399880	16221404.39	38288667.5	40335559.42	57450701.35	33165672.25	85121591.21	31255686.09	199757500	26041630	23855200	26351979.89	41815774.82	61258685.24	23646313.88	22305713.53	109430482.6	66263413.11	208694368.6	164079300	113340197.1	365912700	234168400	233380011.6	118619500	1825735.863	120128064.3	167535465.8	40891600.38	45863148.41	49893645.56	62847642.18	32319377.9	51780132.62	47295198.68	21096292.79	27274553.65	16937270	18499560	30417379.34	9806270.47	19855420	17058650	23118960	15297710	58697297.89	20347220	17585146.18	37514947	22676310	30224056.38	14367198.05	55574688.25	71683857.86	118400945.4	292574900	35766060	22395827.65	49057535.65	18943914.65	48989035.49	74581383.64	79158799.37	60446425.43	30682.603	9609930.918	72543892.21	71199934.2	93075956.77	18419860	64554311.92	27038330	30816898.18	9846637.779	40658425.9	125778396.7	124164300	69181269.28	63892651.06	136918781.5	71952646.25	65918425.66	46810980	99896972.11	119581200	37051174.91	24236004.66	6533367.169	26145244.66	36377688.26	51551930	108344300	171979436.3	142676427	224415800	159568116.4	101802844.6	245439217.9	131519600	160392992	228235572.8	79720897.53	115265400	77955944.06	1072842919	34690434.43	39882507.13	27350555.09	25422700	25326800	26286507.29	27416357.47	26697434.21	28281790	19800197.71	13771896.02	20964300	25848592.52	24973780	38718407.82	27515953.78	56472112.08	52202362.69	48663340.01	18083148.8	40356891.78	21142530	13336180	75854637.49	16753070	36202629.46	21982160	123283500	94284702.25	162452300	86620225.46	76373578.81
Akkermansiaceae	212.44727	3180.009	1613.713	3481894.4	4756205	11039372.44	9528879.303	22414962.99	31371192.32	4499147.003	8601561	28428067.59	10428590	53996014.82	38349821.68	65251340.45	22772046.42	32105145.55	11668570	26715830	17970802.14	28872456.22	50864869.53	16708443.69	35687890.82	37772472.36	70976558.58	114556400	30530391.73	116966997.4	48393180	61184950	95750056.68	15048631.94	23228756.2	28817203.38	17372599.86	94855935.21	201192586.6	26379910	17351688.57	13352122.52	9181512	24618480	8264989	11207091.86	5943221	3178333.301	14695950	2954483.843	5612671	3024492.688	3703729.317	13344856.22	4734053	4421649	10444167.02	4142663	4342397	3283158	406477	25641890	11032.81	20643.1	7850.629	5700.457	1495.388	12133.25	40139.73	36135.33	21008.87	32781.11	12094.2	530.84512	7119.113	505866.5	537451.7	7044035	3149699	8221424.557	5481423	10828554.06	11914927.9	15854126.98	31107502.63	35248840	23124520	57010023.8	14710130	21623677.51	14309350	18510858.63	38152000	27156436.45	46642861.23	31432124.04	89611539.49	51302254.4	58074645.7	76616183.24	140364758.5	105086590.3	40181000	32215144.92	98247100	249361295.6	26332310	21656518.14	26028800	3532515	43870640	96152058.96	20452750	23187522.28	13341380	21639846.68	28372191.92	10556061.11	7870966.218	2984916.584	4194372	6780856	5309972	5112001	1974489	6467171	6471372.641	6461739	5451864.096	9246519	14662450	8405187.026	6191531.83	2128592	74684686.82	12697932.71	4961585	5125634	5811776.761	6571456.412	10239252.36	6778204	7884513	22306937.61	1659393.869	28695017.51	316.535738	16126.63	46616.48	9557115	6009230	11006760	3333433.814	6799448	10475161.79	4950411	13239176.74	17041880	24422832.98	19392143.11	14289751.11	48388959.32	20036195.96	12063840	35275440	7263627.207	132529552.6	67899290.51	32023621.85	30611547.72	51530572.64	91428818.56	91434444.35	72310620	24992641.65	50550490	24724711.48	175343900	143661302.9	1177748.693	8898734	46154068.62	23194989.79	32687421.98	64232530	15009500	14724630	23953430	27965378.89	6298473	3292965	1660413	1499733	6605646.606	4793038.581	3411937.384	8063565	1973887.865	7742489	12898729.05	10277660	10415590	14812720	19575401.44	18129742.17	2620523	105712.6	42153.39	7149.241	0	58446.32	30307.6	3299874	8012710	19343889.99	12614957.52	14991016.98	7218000	21270176.34	88.62457	8691.03	163773.317	8490266.591	33923887.45	5079861	15559981.28	48295896.43	9631795	6567195	5990028.172	26483853.59	21431145.05	44276607.47	17352761.33	41223087.03	12847639.29	54641680	11444950	8951937	17432804.42	74080914.23	87013539.58	40334261.56	17013699.95	192875919.6	83580138.07	144228289.9	63070210	63451432.36	247687300	95981470	136758350.7	47249320	632202.7869	53982284.63	60405147.96	8260913.089	5300070	17426489.12	27642425.65	18770275.62	22991254.37	15431266.45	5167674.227	6161479.007	5299362	6132202	10871092.07	2533532	6473977	3474729	9670127	4933937	16555893.68	4905526	4935159	12347546.3	6742636	4573123.216	720937.535	15795.44	30611.23	49773.01	0	17157.9	20805.376	33797.817	49021.4	21554.4	1308720	3444584	7462428	1416.12	10430.96	2116556.4	25500287.36	41331211.4	7686240	34371012.5	15166360	11759121.23	2705836.338	22055038.97	83142885.3	55651250	44138581.36	22284435.33	47040772.2	24410940	20926696.73	16792000	35898891.18	66666940	45472502.02	35424999.39	21742183.74	55185447.49	42697671.34	129658600	51289240	106040837.6	60138295.19	121581100	83024430.25	43757001.85	78800425.24	69276760	96855079.95	133113733.9	26150672.26	44834380	30343449.6	476302186.3	22569908.82	20333395.84	15722793.75	6106208	11826660	10969304.16	8475116.909	10968570	11362340	6526524.995	5276408.734	6911900	8931907.291	9552831	15537984.55	10676994.52	17023972.95	15477946.55	12106782.05	199214.8	35840.94	56186.92	4959.53	84733.2	10260.65	243061.683	1261386	32348010	28133196.12	16366320	32380443.72	25574651.15
Lachnospiraceae	607.92613	186560.4993	111120.2587	1052785.352	566814.5	1775003.41	1610132.051	6190871.335	5654351.915	1754461.971	3380463	9391433.642	13035741.41	13576063.49	18870749.34	26624163.86	6975374.754	17070450.1	4664855	8930366	7601644.52	4012542.31	18460294.86	3721719.598	17358829.34	6250604.1	23937794.32	23551390	8564106.822	48629281.23	22478600	25591170	53021188.16	6957717.008	13825727.19	9371809.676	7662101.34	47182365.23	43503507.83	4523209.71	1677870.358	450978.178	473698.06	915338.185	774880.174	1461504.494	189071.1	120544.0881	316801	96646.8574	229306	246240.3471	469290.1816	2147122.772	620445.9	644879	1882094.237	1017811	853380.7	3917980.327	2404591.907	13099340.14	2629487.302	7469363.006	2903611	2181565.164	3291350	1937276	2941949	12632908.89	6010748.447	5569512.086	4486950.058	715.277702	6123453.863	15716510	100800.5	716618.6	407693.3	721034.555	1033420	1618602.017	4147738.765	5310410.49	9022227.803	13738810	6058703	20213909.87	4538073	7283183.61	9391001	8020220.364	17657480	8137370.376	6717429.928	8743958.184	22565975.6	13572961.19	10950787.83	24816297.1	37102342.36	22067992.79	21066140	15007099.49	48633000	71523719.67	25596130	16113662.66	12602870	1393560.822	10907970	7669152.44	1625476.804	1621866.63	556479	934942.257	1391660.999	639192.053	757454.212	69730.0636	128083.649	246986.2	327700.8	417916.6	304223.2	1089195	2082779.532	1088720	1073904.583	2167085.129	2153710.679	1409913.375	1708662.417	3448308	27731399.11	24029836.01	3840980	6195564.273	4495638.68	11285300.14	9029995.44	2277157	4346700	13138863.55	794191.8313	8071896.613	329.6563648	1850876	1044590	3390468	1230480	3154624	390230.7505	1675314	2179109.31	1577871	3375244.515	5229851	10696821.23	6339080.976	6321376.96	12201758.05	10119114.3	6740963	16315480	3342342.464	37709536.54	9632928.414	7980761.926	3980527.882	14075024.52	5803586.63	17968573.92	15074990	7121521.474	19438400	4278526.42	46656520	32731362.9	610663.7621	2010814	13519878.05	8286628.596	3799149.745	3463667	478608.572	327782.072	615640.667	259972.09	68554.81	22998.49	28669.87	12843.175	51795.454	28203.559	64457.6717	286401.163	70521.7501	1364408	4300886.81	1887284	1656773	2018171.641	2109848.274	1555112.704	1023708	2767429.338	7468176.807	3743819	5188287.861	8107070.254	11367370.48	5881635.789	11341023.35	3439854.008	4710020.323	2835722.49	2370383	10503753.5	67.067241	379417.764	2504506.362	4129928.123	3091414.283	1135761	1951562.414	17369385.73	1653915	2910079	1630610.562	5095277.545	7148692.442	10667611.79	5425515.452	11138756.55	5625788.673	38846600	4163692	4079440	3696948.237	15920169.95	22486261.41	20801597.46	8015208.004	27319840.91	15381000.48	28560278.11	16581520	19094260.89	46200400	31689120	32283698.05	20014730	202370.0267	25619603.76	20438964.39	3960509.396	1750334.102	1472713.824	1584648.021	564390.634	513161.09	501270.978	216549.195	55568.678	74821.05	88547.81	202666.648	107195.2043	406274.6	522552.4	1760017	1397965	3671911.571	1253427	598169.524	2180212.522	1926467	2205046.822	3855093.333	4457473.468	16063243.25	16673962.35	26607860	3072898	2219817.567	3222491.715	1070300.731	7225854.594	11395247.84	11749561.12	8275963.783	944.0802	314087.9021	4642225.624	6604975.213	6957003.957	1749040	8058896.392	3103530	2164917.255	757672.5379	5904107.455	16037273.85	30212510	12116425.59	8727636.301	17065547.02	8047820.22	10320637.9	6486649	20607808.64	17770270	7382464.7	5253579.562	2273614.186	13324062.05	4052249.79	32282760	19541130	28115318	33055972.25	35962970	38709426.54	15786639	50160367.05	28500940	44826098.84	57074712.38	4275072.869	3736611	1341754.621	16182079.7	629419.45	145238.57	122652.104	33108.47	75051.71	61314.946	29006.491	68382.009	287579.5	158141.781	387655.564	1081107	1905607.613	1360655	3234575.27	1423599.773	2890969.234	3321383.94	5192320.42	5078622.212	6835844.169	3249364	1116957	18773930.01	1479585	7859343.119	3652287	19095150	15120137.07	30504270	10828296.98	9497800.468
Sutterellaceae	58.83156	62893.5002	24980.277	1337807.68	1311559	1623437.6	959330.144	2199658.78	8656423.034	1363097.735	2824329	6415929.723	2857187.5	8830154.7	5817107.7	9356542.6	2755099.1	9954650	3915636	5313680	6369873.6	3578249.7	5133221.4	1138585.35	1501899.7	2579213.8	6781199.8	15071120	7308325.1	9794502.6	9390918	12680930	28007705	4691319.8	10558701.5	8775638.3	7484936.4	39161634.1	55516008	13110949.8	10046185.7	4720061	3165988.5	5687318.3	3112664.1	6424473.5	1311987	1011313.1	5897835	934876.4254	1691915	1328436.3	1093324	2837729.5	1156580	910759.4	2647284.6	1378305	1557305	2822295.7	476920.28	872203.4	764941.73	940981.428	1335729	1817875.45	832931.4	2227126	9324166	24025172.22	12114375.19	11540592.84	7909608.79	173.206239	151535.427	10179700	123853.5	1703598	667597.7	1009331.873	983090.3	2735543.208	5066549.21	6074476.895	8672405.109	11721900	3119322	8907720	4054295	2723493.8	5301873	9915474	11725160	5615276.5	3978943.9	1335359.16	5593738.1	2224925.08	2695106.2	9317630.7	14051434	12737652.16	3605568	7646490.9	13442710	27558131	15669470	12145824	13682710	1350698.16	17633420	47870922	8114964.1	8777707	4201513	9701885.7	8247698.374	4203194.8	4462094.9	643398.85	2538854.1	2367837	1886384	2000714	1109219	2215590	3865034.7	3673866	1681848	3016582.7	3733826.8	2522504.041	3385507.482	797780.7	3325557	3940491.477	2247933	3896329	5781818.7	3404148.8	8321366.2	1870998	4035941	10333144.14	1013014.95	9869170.353	102.505089	253418.4	941367.5	1429865	1262644	890233	345770.0224	1024025	1559346.743	1218145	3493207.263	3882428	8624544	4310756.9	5145375.4	10612554.5	5347231.9	2773358	12555440	2249388	26526706	5049720.5	2635109.278	1574701.24	2699731.1	7227911.1	6254093.7	17053740	9006373.942	14767160	3213606.9	33003740	16062920.5	605018.812	2888334	12650094	11803884.18	15321476.8	26602300	8424973.6	8020161	10054739.7	13356579	5426113	4096867	2429314	946113.89	2723751	1642465.6	773159.78	4857560.5	608448.385	1839120	4256378.8	3254931	2330755	3556364	4251600.5	3459570.38	2150212	1933629.8	21966600.28	7547215	17568417	14636093.19	14400151.01	7422781	12851849	4995013.92	5452772.6	4475031.4	3366177	13704087	35.92888	99132.067	1843842.09	5248814.004	6548625.96	1047712	845651.294	6859442.7	773377	1965681	1570842.279	4099411.943	4537817.7	5706771.4	2730174.6	7406330.7	2531082.2	16766790	3160633	3866188	3721193.9	6652731.1	5544868.7	808666.9	464268.882	11931578.5	4172783.8	27470147.1	24198650	9030175.7	38791860	33229110	23709674.2	16639990	202226.397	16394589.27	26779751.6	5511380.04	4616048.49	8725111.2	14722305.1	7442947.8	8179186.6	5898101.5	3260741	3952020.3	1652067	1559188	3787793.1	745234.72	2382811	1358270	2138277	1214064	6555831.3	1566240	1333657.9	4440579.9	3282948	2922791.6	1392775.569	3228588.69	3800894.6	1904949.2	19897810	3862162	2593736.654	5921118.1	705908.23	6725997.6	16679661.4	13621765.2	13725895.7	0	98746.451	2785335.418	3491873.442	3834854.815	1564833	1344851.214	1236433	1764698.126	1088497.355	4693193.017	15652546.8	9925473	5836584.9	9069524.1	10781445.2	5201298.5	7171340.2	4988908	9837324	16837380	3098192.88	1961957.64	289856	2371691.76	3959689.1	3889842	12664790	15819065	8475615.3	24354330	18867765	9099409	28794083	15142600	17780450.5	29023719.1	9152021.4	14129290	14345771.9	214643740	8305307	6724007.6	4962228	4004868	4552946	3023858.2	2167945	2829617	2727291	2284936.68	1127104.2	1587721	3593180.5	3088545	4200891.7	1891908.8	4348295.7	5121806.6	4860084.931	1544253.5	6531196.601	826556.9	965691.4	17956073.7	3892889	9399081.366	4495808	20334280	23722846.92	43306450	14606682.29	15253643.66
Porphyromonadaceae	129.10259	134384.8082	34242.985	1388521.079	655985.4	733578.315	286177.576	1523334.398	3802623.894	952559.122	1470083	1712464.323	2132354.954	1761779.35	4676498.19	4729641.37	923407.64	2757916.97	2247098	2837861	1685625.85	3110653.09	3218106.23	1625953.447	5796892.89	2862759.55	9166642.9	9848763	3217116.558	5292711.95	4966268	7196898	14862453.2	2811518.72	4570759.05	4728488.15	2598761.31	20563222.91	19422800.82	3816527.393	405694.04	1998322.47	1522985.692	1886473.375	1872377.872	2840181.21	586494.5	392138.016	3506333	544963.521	528468.8	647577.297	846815.9137	2017111.56	862210.7	1334952	2839440.446	1479748	1873051	7406254.55	1425525.197	14449848.34	4558390.949	7304217.527	3040997	1642301.554	6795792	5610955	6294106	16123582.6	5251112.51	6759466.27	4915429.073	562.920342	864463.806	7806282	133176.4	792352.2	367728.7	411770.066	577366.8	2344846.546	3070670.248	2558570.293	2598687.186	5436243	1558178	7043960.21	1121295	1714071.6	1234340	4437366.78	4659902	2595741.27	5338914.189	2083631.301	8913218.04	2750062.48	2348791.9	5634947.52	12334195.53	7225280.42	4175807	7009282.6	12065740	25184631.82	7381706	7806948.28	9672865	780240.768	10585620	14978109.9	1942188.71	2580664.36	2270845	3875947.66	1471816.28	1611124.524	1750342.265	406616.1349	1601781.784	1324203	1105301	1026350	1107789	1532793	3389317.762	2440985	1759572.095	3826205.084	4990157.89	3692835.16	5661467.39	3158345	29819438.51	9879888.89	3058380	5721897.236	4089213.996	10802780.21	11343797.4	3366352	3015531	8935974	739439.283	5225553.523	332.1165227	164491.6	877626.8	2509384	795870	1131858	197514.3121	372336.5	1825961.479	425388.3	1257250.231	1319380	2313048.78	1384501.613	1953583.95	2854133.75	1263791.25	529420.6	8579919	1332729.117	14102066.6	6000952.94	2549619.7	1543184.11	1491280.3	2895415.45	8086688.42	12020520	4077434.484	7259486	4578750.2	17630090	13986852.2	320290.864	2735076	6996520.04	4274028.971	6183024.98	8874509	2045047.332	2204996.456	3263112.94	2188666	131111.1	229984.9	193064.1	177858.526	435081.868	548402.515	209155.164	1576965.595	413900.685	1496346	2505523.269	2773377	2024293	4458724.8	5060306.74	4189807.89	1802407	3248386.997	8482199.98	1893755	5469097.13	5827664.361	5105820.72	3053909.576	7877664.57	2157838.89	2800365.65	2004547.814	1728881	7164532.143	256.29273	216732.535	2211496.804	4789739.054	4333423.77	942621.6	536737.662	8442054.66	1036013	1390243	1182165.188	2263566.003	2353043.24	3059920.52	2533188.25	2009766.89	528970.661	4480744	2149409	2350803	1571574.94	5031661.47	7056071.66	6108151.907	961386.99	3865955.45	5034198.76	10958379.48	8860747	4560342.74	24276960	16375730	14971769.36	8770668	141410.0134	8105233.86	12063699	1742985.343	1783290.18	998047.76	4439555.13	2726520.96	2493471.47	1008174.35	831689.048	820845.95	373643.4	418201.7	1352448.69	539967.412	1306483	1246861	1970595	1411916	5297951.7	2520322	2244263.08	5086751.07	4369347	5214879.2	4228245.425	5893279.541	8833891.917	11483990.75	34052110	2713399	2947427.871	4727795.067	2135290.478	7336706.19	8206873.63	6572691.37	4461889.063	0	342367.4299	3915535.795	4518895.996	5514395.323	472208.2	2066869.942	1396174	2886556.507	707750.2154	787454.669	7462341.46	6070412	3776050.7	5007232.6	2771463.68	1899238.45	1320097.47	3612657	7344550.37	3591759	3723853.9	2178550.32	1626050.7	1175652.47	2450134.41	2348979	5076796	6534694.8	8775637.1	14394710	10739903.3	4537763.51	21464295.99	6943584	10371930.45	12811560.3	4348123.4	5903301	3424773.64	81401645	4055043.58	2344257.83	380912.548	1184780	742496.2	631361.836	763450.778	919912.771	1454987	1336439.11	976335.778	1725978	2714105.011	1834412	4483374.965	1944192.132	4716110.25	6212447.84	7406714.31	4033083.045	14786016.31	6295643	2375615	29321371.61	2809878	12372154.13	4791819	29003330	18891089.75	14562400	4782881.612	5466075.31
Prevotellaceae	11.43947	0	0	1925.827	0	0	0	0	0	0	0	0	0	2657.284	6336.719	0	8006.424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2831.195	10868.34	0	5768.732	0	1048.31	0	0	6584.003	0	1322.517	0	0	0	0	287.7795	0	0	415.6854	313.2595	0	523.372	0	0	0	0	0	0	0	0	0	1838.802	132459.9	0	5700.457	2243.083	0	3916.071	0	3317.19	4917.168	0	19.245139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9726.762	0	0	0	0	0	0	0	0	0	0	0	0	2969.991	0	0	0	0	0	7034.811	0	11938.67	0	0	0	1283.689	1144.36	5527.949	0	1311.609	0	2208.339	1700.422	0	580.8431	1634.511	3999.982	0	0	0	0	0	0	1353.932	504.2862	0	4776.354	2880.735	2229.021	3994.348	1767.471	0	0	0	2275.522	0	0	2.4601217	0	0	0	0	1349.861	0	0	0	0	0	0	0	0	0	0	1097.994	17078.08	0	0	0	0	0	0	0	0	0	0	3496.942	13295.76	5385.181	0	0	451.5909	512.5704	0	1719.931	0	18197.9	0	2739.126	0	0	0	0	0	194.5936	0	1175.148	0	2111.065	0	891.4783	0	0	5283.827	0	0	3505.138	772.9018	0	0	8737.961	4457.292	5656.096	6061.52	5160.084	0	2643.331	1972.783	0	803.3836	18115.13	93.415082	0	0	0	0	0	0	0	0	0	0	0	0	2005.19	0	0	0	4498.739	0	0	0	0	3787.479	0	0	0	0	0	0	20887.06	18315.32	0	13110.13	12139.33	0	0	0	3284.004	0	0	0	0	6823.95	2252.903	0	0	923.7166	0	2006.6	0	400.2706	0	0	317.0707	0	434.4634	1387.06	0	0	1381.608	0	3159.088	0	0	0	0	3467.562	3899.748	0	0	7821.035	0	0	0	0	0	0	0	0	0	0	0	238.8627	0	0	0	0	0	0	0	0	1943.856	0	0	0	0	0	0	0	0	0	0	10715.06	0	0	0	35003.74	0	12095.55	23725.11	0	9904.866	0	0	0	8606.73	0	0	572.9138	0	0	0	1178.604	0	0	499.1262	0	0	0	3734.522	0	8655.878	27432.273	2710.406	0	0	0	0	2052.129	5215.916	2782.059	0	0	8376660	0	0
Acidaminococcaceae	134.0052	0	0	4493.596	0	0	0	3850.045	0	0	0	7748.707	5618.854	2657.284	3168.359	14171.21	0	0	2238.145	3110.325	4186.85	3996.556	0	0	0	0	0	17658.02	9914.074	29846.12	20059.94	39636.73	21736.68	5113.712	5768.732	10220.08	3144.931	0	11143.32	17557.34	0	3967.55	0	0	0	0	0	1663.952	1721.744	207.8427	939.7786	0	697.8293	0	2161.832	0	0	484.2106	0	0	0	0	0	106656	2243.037	1140.091	0	0	0	0	1105.73	0	0	105.8483	5085.081	17324.19	565.0249	814.3393	1072.877	0	949.6164	0	5692.752	4005.59	3569.625	0	0	12363.25	2115.652	2161.503	0	4120.117	0	1292.056	2060.561	4706.113	0	2303.235	0	0	0	14798.32	11879.96	0	8606.088	0	0	0	0	3833.251	0	0	20182.62	0	5134.754	0	9673.91	0	3279.023	855.5835	2208.339	4251.054	2031.803	1742.529	1225.883	1999.991	1347.641	750.8412	0	0	0	0	3384.831	1008.572	4252.63	0	0	6687.063	2995.761	1767.471	0	1109.726	1958.561	4551.043	934.3433	0	21.32106	460.7608	951.3568	2848.335	0	674.9303	0	0	0	0	0	0	0	3418.523	0	0	6587.965	3049.657	0	0	0	0	0	0	0	0	0	14803.59	10490.83	22159.6	0	17559.85	0	903.1817	2050.282	0	0	32019.8	60659.67	7307.002	11869.55	9789.339	5444.443	8569.351	1568.079	1524.993	1362.155	2762.424	3133.729	664.5121	3518.442	721.0813	0	1309.051	5077.895	587.0919	4517.452	0	0	0	1400.167	4683.71	0	0	0	12123.04	4300.07	11253.81	7929.992	0	2560.087	0	0	14.37155	1629.568	22282.08	3491.064	0	710.0728	4633.706	17487.43	1089.775	0	1833.383	3864.939	5428.012	0	0	0	5884.717	0	2969.822	0	2204.172	4882.739	0	1630119	0	0	0	0	43181.03	38292.96	164837.9	90587.41	13110.13	21243.83	718.3034	26303.49	0	25451.03	2197.072	0	7939.118	2982.249	4094.37	2252.903	0	1812.022	3233.008	1600.262	7357.535	0	800.5412	1220.917	3466.306	0	1614.737	3475.707	0	3699.456	4418.503	3454.02	0	3159.088	0	18099.28	0	817.0429	2889.635	6499.581	0	0	5214.023	0	0	0	0	1868.099	1884.444	0	1402.599	2917.248	0	0	955.4508	0	0	0	4791.942	0	0	4672.174	0	2915.785	0	0	0	1942.533	1060623.495	4530.453	0	0	4532.854	0	42860.26	119063	0	0	35003.74	30096.03	0	55358.59	14292.59	0	28594.77	404552	0	15061.78	5182.483	0	1718.741	3035.393	0	1497.416	2357.209	2117.97	1707.734	2495.631	0	5296.666	8390.596	3734.522	11145.9	4946.216	22860.23	2710.405	0	2030.852	1062.756	0	3591.226	6259.099	5564.118	0	18164.51	1173481	9215.572	9219.886
