Row.names	Subject	Time	Group	Bacteroidaceae	Akkermansiaceae	Lachnospiraceae	Sutterellaceae	Porphyromonadaceae	Prevotellaceae	Acidaminococcaceae	Ruminococcaceae	Enterobacteriaceae	Desulfovibrionaceae	Erysipelotrichaceae	Rikenellaceae	Barnesiellaceae	Clostridiaceae_1	Odoribacteraceae	Erysipelatoclostridiaceae	Peptostreptococcaceae	Christensenellaceae	Streptococcaceae	Eubacteriaceae	Veillonellaceae	Clostridiales_Incertae_Sedis_XIII	Oxalobacteraceae	Enterococcaceae	Bifidobacteriaceae	Muribaculaceae	Eggerthellaceae	Moraxellaceae	Coriobacteriaceae	Lactobacillaceae	Fusobacteriaceae	Morganellaceae	Victivallaceae	Comamonadaceae	Methanobacteriaceae	Azospirillaceae	Catabacteriaceae	Sphingomonadaceae	Rhizobiaceae	Caulobacteraceae	Pleomorphomonadaceae	Pseudomonadaceae	Bradyrhizobiaceae	Nocardioidaceae	Chromatiaceae	Aurantimonadaceae	Bacillaceae_1	Chitinophagaceae	Devosiaceae	Rhodospirillaceae	Rhodobacteraceae	Bacillales_Incertae_Sedis_X	Bacteriovoracaceae	Xanthomonadaceae	Hydrogenophilaceae	Streptophyta	Stappiaceae	Geodermatophilaceae	Paenibacillaceae_1	Burkholderiaceae	Bdellovibrionaceae	Weeksellaceae	Anaerolineaceae	Caldilineaceae	Boseaceae	Cytophagaceae	Lawsonellaceae	Pasteurellaceae	Sphingosinicellaceae	Legionellaceae	Deinococcaceae	Erythrobacteraceae	Nocardiopsaceae	Kiloniellaceae	Selenomonadaceae
10-D0AM	10	0	UC1	30682.603	1416.12	944.0802	0	0	0	0	0	0	0	0	0	0	2360.2	472.0401	0	0	0	0	0	0	0	472.0401	0	0	0	0	1416.1202	0	0	0	0	0	0	0	0	0	0	944.0802	0	0	472.0401	472.0401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D10	10	10	UC1	63892651.06	22284435.33	8727636.301	9069524.1	5007232.6	0	0	1277330.907	0	0	94968.841	33239.1	0	0	0	2374.221	0	0	0	0	40361.756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D11	10	11	UC1	136918781.5	47040772.2	17065547.02	10781445.2	2771463.68	0	0	2398229.39	0	42352.84	108529.14	60882.2	0	0	0	0	0	0	0	0	44999.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D14	10	14	UC1	71952646.25	24410940	8047820.22	5201298.5	1899238.45	0	4672.174	849167.727	2336.087	7008.262	38545.442	28033.04	0	1168.044	0	0	0	0	0	0	0	0	0	1168.044	0	0	1168.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D16	10	16	UC1	65918425.66	20926696.73	10320637.9	7171340.2	1320097.47	0	0	1328330.961	0	0	6861.213	39795.041	0	10977.942	0	0	2744.485	0	0	0	0	0	0	1372.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D18	10	18	UC1	46810980	16792000	6486649	4988908	3612657	1943.856	2915.785	1317935	0	0	76782.33	125378.7	0	1943.856	0	0	0	0	971.9282	0	0	0	0	0	1943.856	0	0	0	0	0	1943.856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D1AM	10	1	UC1	9609930.918	10430.96	314087.9021	98746.451	342367.4299	0	0	164577.3824	9503.766	0	15298.746	0	0	687052.834	0	13676.15	56790.8051	0	0	0	0	0	0	14371.55	3476.988	231.7992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D1PM	10	1.5	UC1	72543892.21	2116556.4	4642225.624	2785335.418	3915535.795	0	1868.099	1724255.365	177469.39	0	102745.44	48570.58	0	1115255.06	0	179337.5	218567.59	0	1868.099	0	0	0	0	85932.56	54174.867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D21AM	10	21	UC1	99896972.11	35898891.18	20607808.64	9837324	7344550.37	0	0	2306795.513	0	0	203924.639	221869.967	0	0	0	0	0	0	0	0	0	6525.589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D21PM	10	21.5	UC2	119581200	66666940	17770270	16837380	3591759	0	0	2970921	0	9751.382	825617	503821.4	0	9751.382	0	6500.921	0	0	0	0	0	0	0	0	9751.382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D22AM	10	22	UC2	37051174.91	45472502.02	7382464.7	3098192.88	3723853.9	0	0	1739805.76	1672.89	0	279372.67	560418.2	0	0	0	0	0	0	0	3345.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D22PM	10	22.5	UC2	24236004.66	35424999.39	5253579.562	1961957.64	2178550.32	0	1942.533	1397652.367	0	0	379765.112	841116.6	0	0	0	7770.131	0	0	1942.533	0	0	0	0	0	0	0	5827.598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D23AM	10	23	UC2	6533367.169	21742183.74	2273614.186	289856	1626050.7	0	1060623.495	1719495.056	10713.36	1821867	413059.705	270810.034	29759.347	0	76779.118	0	4166.309	22021.917	28568.97	10118.178	0	2975.935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D23PM	10	23.5	UC2	26145244.66	55185447.49	13324062.05	2371691.76	1175652.47	0	4530.453	2904020.422	52100.21	4530.453	457575.803	208400.88	0	0	0	0	0	0	274092.4	0	0	0	0	33978.4	0	0	11326.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D24	10	24	UC2	36377688.26	42697671.34	4052249.79	3959689.1	2450134.41	0	0	741846.204	1361.186	0	367520.182	1207371.771	0	0	0	14973.04	1361.186	0	2722.371	0	0	0	0	5444.743	0	0	9528.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D25	10	25	UC2	51551930	129658600	32282760	3889842	2348979	0	0	12372970	8374.258	37684.16	2248488	573636.7	4187.129	0	0	92116.83	133988.1	0	657379.2	46058.42	0	12561.39	0	8374.258	0	0	8374.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D29AM	10	29	UC2	108344300	51289240	19541130	12664790	5076796	0	4532.854	675395.2	0	0	439686.8	444219.7	0	0	0	13598.56	0	0	0	0	0	4532.854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D29PM	10	29.5	UC2	171979436.3	106040837.6	28115318	15819065	6534694.8	0	0	1048778	0	0	436990.8	679016.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D2AM	10	2	UC1	71199934.2	25500287.36	6604975.213	3491873.442	4518895.996	0	1884.444	4530201.976	3768.887	0	246862.103	92337.74	0	118719.945	0	54648.86	56533.307	0	0	1884.444	1884.444	0	0	43342.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D2PM	10	2.5	UC1	93075956.77	41331211.4	6957003.957	3834854.815	5514395.323	0	0	4140573.335	0	0	219735.069	187252.53	0	76429.589	0	19107.4	7642.958	0	0	0	53500.713	0	0	59232.93	19107.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D30AM	10	30	UC2	142676427	60138295.19	33055972.25	8475615.3	8775637.1	10715.06	42860.26	1044718.75	0	0	262519.05	251803.95	0	0	0	0	0	0	0	0	0	10715.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D30PM	10	30.5	UC2	224415800	121581100	35962970	24354330	14394710	0	119063	1643069	119063	0	494111.3	1083473	0	0	0	5953.149	0	0	0	5953.149	0	11906.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D31AM	10	31	UC2	159568116.4	83024430.25	38709426.54	18867765	10739903.3	0	0	1328462.75	0	0	453293	332115.7	0	0	0	0	0	0	0	13464.15	0	13464.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D31PM	10	31.5	UC2	101802844.6	43757001.85	15786639	9099409	4537763.51	0	0	794961.5	0	0	150121.49	201299.28	0	0	0	0	0	0	10235.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D32	10	32	UC2	245439217.9	78800425.24	50160367.05	28794083	21464295.99	35003.74	35003.74	1267135.47	0	21002.25	490052.48	294031.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D33	10	33	UC2	131519600	69276760	28500940	15142600	6943584	0	30096.03	1655282	42994.33	0	455739.8	335355.8	0	0	0	0	0	0	0	21497.16	0	8598.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D35AM	10	35	UC2	160392992	96855079.95	44826098.84	17780450.5	10371930.45	12095.55	0	1838523.04	0	0	816449.34	338675.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D35PM	10	35.5	UC2	228235572.8	133113733.9	57074712.38	29023719.1	12811560.3	23725.11	55358.59	2902371.55	0	0	980637.89	735478.5	0	0	0	0	0	0	0	23725.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D36AM	10	36	UC2	79720897.53	26150672.26	4275072.869	9152021.4	4348123.4	0	14292.59	246150.122	19056.79	0	1600770.133	338257.919	0	0	0	28585.18	0	0	0	0	0	6352.262	0	0	0	0	0	0	0	0	0	0	0	1588.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D36PM	10	36.5	UC2	115265400	44834380	3736611	14129290	5903301	9904.866	0	118858.4	0	0	693340.7	180763.9	4952.433	0	0	9904.866	0	0	0	0	0	4952.433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D37AM	10	37	UC2	77955944.06	30343449.6	1341754.621	14345771.9	3424773.64	0	28594.77	255153.369	54989.94	4399.196	963423.794	292546.51	0	0	0	164969.8	0	0	0	0	0	4399.196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D37PM	10	37.5	UC2	1072842919	476302186.3	16182079.7	214643740	81401645	0	404552	3380899.3	231172.6	0	36611953	10778421.7	0	0	0	5432555	0	0	0	0	0	144482.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D38	10	38	UC2	34690434.43	22569908.82	629419.45	8305307	4055043.58	0	0	63951.71	27768.51	0	2234943.54	151464.59	0	0	0	93403.16	0	0	0	0	0	27768.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D39	10	39	UC2	39882507.13	20333395.84	145238.57	6724007.6	2344257.83	8606.73	15061.78	0	31199.39	0	2572336.32	23668.5	0	0	0	0	0	0	0	0	0	19365.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D3AM	10	3	UC1	18419860	7686240	1749040	1564833	472208.2	0	1402.599	809299.3	0	0	60779.28	71064.99	0	3740.263	0	4675.328	0	0	0	0	28987.04	0	0	0	0	0	467.5328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D3PM	10	3.5	UC1	64554311.92	34371012.5	8058896.392	1344851.214	2066869.942	0	2917.248	3130206.725	72931.19	0	93351.925	118148.53	0	4375.872	0	0	0	0	0	0	404038.814	0	0	24796.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D42AM	10	42	UC2	27350555.09	15722793.75	122652.104	4962228	380912.548	0	5182.483	0	1727.494	1727.494	3917093.807	19866.18	0	0	0	5182.483	0	0	0	0	0	49233.589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D42PM	10	42.5	UC2	25422700	6106208	33108.47	4004868	1184780	0	0	419.0946	2933.662	0	1727927	15925.59	0	0	0	4610.041	0	0	0	0	0	21792.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D43AM	10	43	UC2	25326800	11826660	75051.71	4552946	742496.2	572.9138	1718.741	0	5156.224	0	1739939	25208.21	0	0	0	4583.311	0	0	0	0	0	26926.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D43PM	10	43.5	UC2	26286507.29	10969304.16	61314.946	3023858.2	631361.836	0	3035.393	0	4249.551	2428.315	935508.18	26711.462	0	0	0	16998.2	0	0	0	0	0	4856.629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D44AM	10	44	UC2	27416357.47	8475116.909	29006.491	2167945	763450.778	0	0	0	0	0	403770.4	11602.596	0	0	0	5221.168	0	0	0	0	0	9862.207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D44PM	10	44.5	UC2	26697434.21	10968570	68382.009	2829617	919912.771	0	1497.416	1996.555	4991.388	0	864009.181	37435.41	0	0	0	43924.21	0	0	0	0	0	20464.689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D45AM	10	45	UC2	28281790	11362340	287579.5	2727291	1454987	1178.604	2357.209	99002.77	2357.209	0	747235.3	29465.12	0	0	0	69537.66	0	0	0	589.3022	0	16500.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D45PM	10	45.5	UC2	19800197.71	6526524.995	158141.781	2284936.68	1336439.11	0	2117.97	96014.648	2823.96	0	326873.36	26121.636	0	0	0	18708.74	0	0	0	352.995	0	4941.931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D46	10	46	UC2	13771896.02	5276408.734	387655.564	1127104.2	976335.778	0	1707.734	248353.25	1707.734	1463.772	222493.268	34154.673	0	0	243.962	20492.8	0	0	243.962	0	0	2439.62	0	0	0	0	243.962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D47	10	47	UC2	20964300	6911900	1081107	1587721	1725978	499.1262	2495.631	247067.5	1996.505	7986.02	157224.8	51410	0	0	0	7486.893	0	0	0	0	0	499.1262	0	0	0	0	0	4991.262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D4AM	10	4	UC1	27038330	15166360	3103530	1236433	1396174	0	0	997168.2	8298.209	2074.552	123781.6	224051.6	0	11755.8	0	6223.657	691.5174	0	0	0	236499	0	0	8298.209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D4PM	10	4.5	UC1	30816898.18	11759121.23	2164917.255	1764698.126	2886556.507	0	0	568187.076	13133.279	0	132715.237	58062.92	0	44238.415	0	0	0	0	0	0	171423.845	0	0	7603.477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D5	10	5	UC1	9846637.779	2705836.338	757672.5379	1088497.355	707750.2154	238.8627	955.4508	320076.0054	12898.582	1910.902	61148.8568	29141.248	0	4299.529	0	2388.627	238.8627	0	0	0	17675.8406	0	0	0	0	0	238.8627	0	0	238.8627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D50AM	10	50	UC2	25848592.52	8931907.291	1905607.613	3593180.5	2714105.011	0	0	266558.227	0	18904.841	183376.979	78770.173	0	0	0	5041.291	0	0	0	2520.646	0	1260.323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D50PM	10	50.5	UC2	24973780	9552831	1360655	3088545	1834412	0	5296.666	199507.7	3531.111	29425.92	84158.13	103579.2	588.5184	0	0	4119.629	0	0	0	1177.037	0	1177.037	0	0	0	0	588.5184	0	0	0	1177.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D51AM	10	51	UC2	38718407.82	15537984.55	3234575.27	4200891.7	4483374.965	0	8390.596	146835.42	8390.596	8390.596	132851.105	183194.68	0	0	0	0	0	0	0	0	0	4195.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D51PM	10	51.5	UC2	27515953.78	10676994.52	1423599.773	1891908.8	1944192.132	3734.522	3734.522	104566.61	18672.61	7469.043	84400.194	144152.53	0	0	0	2987.617	0	0	0	2240.713	0	2987.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D52AM	10	52	UC2	56472112.08	17023972.95	2890969.234	4348295.7	4716110.25	0	11145.9	278647.602	23685.05	12539.142	218738.379	583766.778	0	0	0	6966.19	2786.476	0	0	11145.905	0	1393.238	0	0	0	0	0	4179.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D52PM	10	52.5	UC2	52202362.69	15477946.55	3321383.94	5121806.6	6212447.84	8655.878	4946.216	464944.281	38333.17	49462.159	560158.91	1219242.3	3709.662	0	0	18548.31	0	0	0	14838.647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D53	10	53	UC2	48663340.01	12106782.05	5192320.42	4860084.931	7406714.31	27432.273	22860.23	941841.497	38100.38	42672.431	1287792.907	1132343.812	0	0	0	105157.1	36576.37	0	0	27432.275	0	12192.122	0	0	0	0	0	6096.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D54	10	54	UC2	18083148.8	199214.8	5078622.212	1544253.5	4033083.045	2710.406	2710.405	1053670.02	10164.02	6776.014	893078.601	220898.04	0	0	0	57596.12	34557.67	0	0	62339.325	0	2032.804	0	35235.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D57AM	10	57	UC2	40356891.78	35840.94	6835844.169	6531196.601	14786016.31	0	0	2310111.065	1629.134	0	2380164.166	0	0	0	0	518064.5	6516.534	0	0	312793.649	0	1629.134	0	87973.21	0	0	14662.202	3258.267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D57PM	10	57.5	UC2	128130700	138814	35536390	35509700	41985900	32034	21356	5760782	0	0	5467136	0	0	0	0	1195936	16017	0	0	384408.1	0	10678	0	250933	0	0	5339.001	5339.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D58AM	10	58	UC2	21142530	56186.92	3249364	826556.9	6295643	0	2030.852	823172.3	0	4061.705	741261.1	0	0	0	0	82588	676.9508	0	0	18277.67	0	0	0	84618.85	0	0	4738.656	0	0	2707.803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D58PM	10	58.5	UC2	13336180	4959.53	1116957	965691.4	2375615	0	1062.756	258958.3	0	0	172875.1	0	0	0	0	39676.24	0	0	0	3542.521	0	708.5043	0	32945.45	0	0	0	354.2521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D59AM	10	59	UC2	75854637.49	84733.2	18773930.01	17956073.7	29321371.61	0	0	2361477.031	0	7368.104	1311522.574	0	0	0	0	221043.1	0	0	0	14736.209	0	11052.157	0	361037.1	0	14736.209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D59PM	10	59.5	UC2	16753070	10260.65	1479585	3892889	2809878	2052.129	3591.226	345783.7	0	0	100554.3	2052.129	0	0	0	24112.52	0	0	0	3591.226	0	513.0323	0	81059.1	0	3591.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-D6	10	6	UC1	40658425.9	22055038.97	5904107.455	4693193.017	787454.669	0	0	1134330.916	37841.07	1801.956	260382.544	140552.53	0	0	0	13514.67	0	0	0	0	44147.91	0	0	11712.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
