Bacteroidaceae	Akkermansiaceae	Lachnospiraceae	Sutterellaceae	Porphyromonadaceae	Ruminococcaceae	Erysipelotrichaceae	Rikenellaceae	Peptostreptococcaceae	Desulfovibrionaceae
48669271.2926713	14558181.9770123	3801607.27344044	2969043.4508704	2491861.79349271	2248915.52626911	105923.586358279	108862.84389601	3261.40339373347	4354.50332259774
49160462.4245077	15457976.7518186	4080632.51318333	3061660.3860812	2488485.46200727	2207759.51393734	105686.870041168	105767.507571514	2454.72541440592	4343.67131239761
49656608.4521338	16371350.1717393	4373255.06310019	3157165.81353758	2485113.44011255	2167357.10554265	105450.591672043	102760.042414699	1894.92601363942	4335.26231039253
50157768.5594244	17293965.7700349	4680251.00438797	3255649.93319602	2481745.86075412	2127694.81312408	105214.74560034	99837.9603798045	1500.54750970936	4328.09197884841
51175372.142514	19147724.2837753	5341196.83666868	3461929.26017751	2475024.55771679	2050537.76955136	104744.327974749	94240.342488112	1016.43136313359	4312.77724301401
52213740.3258575	20973444.462626	6069442.99981937	3681277.32197022	2468322.43686611	1976184.23326631	104275.593085345	88956.1241571554	756.120877942341	4273.20830648357
53273254.6750452	22701698.529776	6856892.86724817	3914519.29574661	2461639.71485076	1904530.67771477	103808.597716923	83967.8279607724	587.26664904603	4126.88567139389
54354276.844861	24249514.8973328	7685200.90659619	4162531.26133872	2454976.44164011	1835476.7893339	103343.417601734	79258.9499683425	448.066134185823	3794.47623732578
55457171.6291507	25528422.8062429	8527338.09641142	4426244.04944311	2448332.66621065	1768926.13890844	102880.127034146	74813.9002143918	315.968156279525	3244.38176992674
56582308.7302474	26452553.8825997	9347893.29570529	4706646.74355974	2441708.43107475	1704786.07121697	102418.797375188	70617.9520576201	194.07461318502	2521.49535372235
60095560.237774	26947076.97427	11477574.5699077	5658883.42590151	2421951.62336677	1525969.35136396	101046.785679701	59389.2856563788	18.2332161896425	667.127116531327
62557422.7477513	25748613.6846589	12566141.6802829	6398387.45198113	2408874.89185487	1417294.25909604	100142.082217143	52913.5019441854	2.07986412848221	188.619904899191
65119753.8808844	23839324.2563187	13415448.2077134	7234472.69479499	2395871.79348259	1316353.62328772	99245.3409199573	47143.6228057088	0.17156533680116	43.4210435598743
69160965.2511611	20577943.7563087	14429837.6699394	8697770.83793552	2376501.63902883	1178256.16081081	97915.1267248137	39646.5745309494	0.00293930274397194	3.90483931488776
50580625.944384	17097357.339265	3671582.31218364	1691431.01070562	2605329.59356176	1987057.25628538	90110.1480137843	103676.475068735	45268.8499421643	0.0391979647957062
51483243.2880635	17878826.6441868	3965577.00484951	1875338.39008588	2645595.66096333	1974685.64264715	99696.7376481555	104323.747440589	35961.5485929619	0.212181787585768
52401970.995821	18693441.6382866	4283036.54014773	2079751.31791672	2686484.1061904	1962391.07278456	110663.539007961	104975.053519278	28595.2011942262	1.09893187336461
53337099.7714735	19539793.7823239	4625745.32183206	2307575.87165065	2728004.60576505	1950173.08359396	123640.538843284	105630.411010229	22781.3587254348	5.21038238236189
54288925.6755508	20416033.5306407	4995609.43518828	2562239.93587207	2770166.98838963	1938031.21454346	139497.464377896	106289.837590223	18201.7703692569	21.6382764525806
55257749.3429802	21319738.5251946	5394583.42881323	2847691.7486928	2812981.23222845	1925965.00755425	159401.462296928	106953.350806607	14598.5471732297	75.4192782254033
56243856.2146762	22245820.4067496	5822752.44257514	3165859.97330603	2856457.35190962	1913974.00466445	183602.184835893	107620.965883237	11763.8666457442	218.620252128365
57247514.7939756	23186034.8094825	6277553.91582426	3515265.75115387	2900605.39172875	1902057.74809277	210537.498305048	108292.69564707	9532.03090707327	540.104347364238
58268995.3122398	24130687.501467	6755050.67372973	3892407.41373851	2945435.53711943	1890215.78259929	237306.024422553	108968.552669868	7772.571729479	1167.10380667967
60366515.8853581	25987600.9623307	7754795.01052084	4703523.03722259	3037183.6293181	1866752.9170465	272080.202921552	110332.697971721	5283.86107049093	4045.45869419444
62538672.1950986	27727245.284228	8768527.72249078	5530776.048753	3131786.53144559	1843581.87077059	257065.728232648	111713.536673209	3712.67577987488	10759.9189840972
64787936.6796519	29310183.5039038	9764848.00339277	6328109.22201756	3229333.39703624	1820699.35180331	208251.212611072	113111.355043849	2688.3562075347	22073.1030697604
67116895.8613246	30716269.7052101	10721441.9306953	7061975.41931756	3329916.63286559	1798102.14742455	154836.33911306	114526.484563263	1996.41336967585	33711.8643966284
69528213.1989895	31931797.9161515	11618665.8224877	7705166.47250057	3433631.59813377	1775787.07064586	113095.708264671	115959.265467676	1513.13512964128	37001.4695051481
72024636.4924054	32949639.0592748	12440599.2512986	8239016.65762762	3540576.68123335	1753750.94789266	86729.1191073265	117410.043993188	1164.93229033033	28214.6031512628
80055285.2580245	34852090.5517115	14365158.681527	9103449.34729648	3881817.27101712	1689281.11994638	61022.8568136247	121872.965380311	570.344234388928	1626.14869239952
85893925.2300511	35291800.4889472	15189681.8589748	9105987.18199877	4127393.9159339	1647630.61760503	64795.3474329229	124942.621544525	370.947144393094	63.6068050157996
92154513.1287862	35255266.1180251	15714180.7938395	8785319.03710248	4388507.15811251	1607010.91346501	80783.4022362877	128089.886542591	247.382642475728	1.19865362257592
102406981.774481	34725976.7429436	16177490.9034237	8029948.128794	4811474.71588011	1547955.00071279	132043.383588255	132960.357008511	138.145654344105	0.0014939142750964
