Bacteroidaceae	Akkermansiaceae	Lachnospiraceae	Sutterellaceae	Porphyromonadaceae	Ruminococcaceae	Erysipelotrichaceae	Rikenellaceae	Peptostreptococcaceae	Desulfovibrionaceae
106819663.629605	36574444.9405962	4628857.9616141	14061450.9901916	6011838.38350846	932840.467332541	1137490.03849586	158458.060447212	3210.092839049	6228.88736867925
99157090.5388028	34202907.4504583	3861678.69421121	13958195.2030811	5487752.63305859	808510.336700956	1211048.69854707	155617.943438717	2509.97415680852	6428.67338925459
91835977.5023316	32118226.2677998	3246025.11345601	13812784.1781947	4978515.51109611	698347.201184987	1292565.43594066	155639.086790421	1962.58458885208	6634.8660786693
84882231.5131594	30273525.7691152	2747095.30729279	13630780.6874183	4491500.98638805	601331.669007009	1382651.41625194	158234.061681676	1534.59665785283	6847.67097551439
72137756.0846836	27153972.3453588	2001918.45490247	13179570.0908003	3604179.54168386	442350.950552822	1591145.74274035	170554.826207678	938.303147573019	7293.97276473069
43170298.0206624	20527725.8392037	842999.039476921	11506797.343316	1737856.76408215	169438.067681	2493235.52226149	261932.380001362	214.522916809502	8815.09403605835
108315149.275663	82239087.5591934	14863727.6455827	8973544.87546598	5617295.10126872	4003066.16345289	1071403.62840601	1044294.45390325	1.34882748612815e-11	1836.69092015548
107315599.46102	81593870.7721127	15338989.5821173	9064648.77247706	5689555.80225366	4620029.46831282	1133123.50225684	1149763.42486511	2.3061620543043e-08	1904.44169032473
106324203.799467	80942253.9619051	15833327.2506955	9156677.69010507	5765554.25704718	5296706.38996728	1195616.55151363	1261692.8033444	3.3668412307751e-05	1974.69172367612
105339846.870365	80273104.6339048	16351608.0224053	9249641.11079336	5848263.43501454	5992187.66706235	1255705.11380503	1375365.10228134	0.0358388654467911	2047.53333681061
104361452.838236	79575676.4822644	16899272.6799937	9343548.61600545	5940835.58504385	6644961.09762189	1309649.30558154	1484435.16016165	23.7511186719689	2123.06226505037
103387984.802742	78839640.628967	17482407.8481292	9438409.88728581	6046644.87013603	7175235.91843078	1353270.19688483	1581040.30135264	8367.80378593015	2201.37778952404
101451870.631172	77212799.5213451	18783238.3172257	9631032.96108234	6312968.3711348	7520911.76323503	1392169.46412347	1700827.46743156	82957705.3644416	2366.78427664436
95620820.0280971	70361077.4691599	23423146.7908168	10232810.3880056	7698983.33659688	3089622.73101505	1044954.90811283	1206046.23136421	42398507.6804449	2941.41496692936
94615076.0840248	68798551.2876488	23843882.0407261	10336690.6134042	7963477.37617275	2493763.2776319	965833.001846358	1066847.28712231	640714.430912355	3049.93418125973
93590834.6330752	67087599.7389448	23974407.7491233	10441619.0794134	8208983.89996558	2044520.863642	893707.859142551	934274.808736139	3523.76842350888	3162.4605758513
92545141.0739203	65223057.9359817	23747551.9649797	10547604.9812161	8421641.81096464	1725106.73162116	831050.004183758	812668.340240706	7.4917851937193	3279.14262427139
91475222.2633402	63202723.6366766	23112699.9236199	10654657.5652732	8586739.02388994	1517854.17243246	779553.22917917	704450.696653448	0.00654040379551289	3400.1343336653
90378494.1538781	61027553.4132044	22044701.7806407	10762786.1290137	8689350.64861678	1411027.04418938	740458.002035657	610546.385845905	2.49041245581088e-06	3525.59545268427
89252711.0278904	58702393.460003	20552864.6323732	10872000.0588181	8715340.98330165	1403119.99293422	714829.477667937	530768.215274513	4.39589034999515e-10	3655.69168100612
88099026.1756649	56248357.8295453	18714781.4692063	10982309.6829295	8655480.29792479	1484171.76590534	702581.666923102	463196.174873129	3.8749148301296e-14	3790.59474845523
86921785.5018042	53699832.3752503	16657426.5292536	11093726.316283	8506300.20214324	1631142.11555752	702849.147621631	405156.415362897	2.22044604925031e-16	3930.48261971941
84513836.8591333	48448807.8026454	12370308.0330964	11319926.6550387	7941967.79498737	2005216.33347409	740575.545354395	310061.207508943	2.22044604925031e-16	4225.95788395644
79595193.9781492	38083557.4194522	5404922.82427417	11786125.1750875	5945346.26849482	1647069.50077943	1000084.74540256	173518.749915661	2.22044604925031e-16	4885.32054590392
78365236.4304483	35641993.1237547	4208684.62276076	11905619.55511	5338837.52717309	1198512.93487446	1120586.0232809	147231.520541624	2.22044604925031e-16	5065.67197438854
77141674.5701765	33289645.9966454	3227026.1496154	12026316.444384	4721514.84007114	746163.49622202	1274239.85237586	123562.902368753	2.22044604925031e-16	5252.69155814247
75926882.718678	31035659.7271351	2438909.86905446	12148228.4436046	4112263.46978383	392690.728245783	1469546.63923378	102483.546211677	2.22044604925031e-16	5446.62605427804
74722012.3049677	28885850.9400584	1819030.93958287	12271368.4027988	3531389.68303077	176724.038344278	1716935.73956184	84071.9825390846	2.22044604925031e-16	5647.73069406163
73528024.1739343	26844039.9660755	1340473.15023742	12395749.3334023	2993871.87102148	68983.9694230006	2029787.60458642	68283.0748244114	2.22044604925031e-16	5856.27000419277
72345820.2676951	24912382.4055026	977175.302002642	12521384.398323	2509003.94612505	23691.2268068461	2425271.98639531	54963.3282144533	2.22044604925031e-16	6072.51821516074
70020086.3783195	21381030.9968595	505103.889715546	12776470.351804	1710843.07941477	2014.39070943223	3557703.09479697	34803.3936499604	2.22044604925031e-16	6529.28890892371
63402345.2139723	13288020.4196744	60963.6317480921	13573244.8534947	469756.329069709	0.251615281322995	12817620.2707075	7901.53076327949	2.22044604925031e-16	8116.42556456093
34160699.2730213	56862389.8624512	12647557.2543239	3839860.66323338	3637029.84537636	2311188.32240995	896071.38932918	134665.879861609	1172.39837913372	1448468.1485145
38613231.993284	62016385.4062492	13890942.8223665	4300632.21578688	3896643.41187824	3196682.37174618	1007911.30209697	198994.514666034	2735.4322415558	1061759.31144724
43623136.7278081	67558129.2955613	15244468.8923431	4815148.29447898	4174749.12877727	4378855.80536606	1129285.71671684	291742.797482275	6237.95965121817	778696.709518984
49231185.5358101	73422375.0022676	16703361.6188438	5387757.98111308	4472619.3426442	5883229.84037052	1255419.83776536	421027.237333028	13589.1050653418	571690.355301141
55472494.9769228	79514935.9963222	18258369.1709798	6022656.09195861	4791607.62891032	7678245.71247304	1379366.22059523	593398.930008936	27639.9144555045	420367.16780549
62373546.7892815	85709368.3878412	19894915.7814626	6723728.18950608	5133153.26180358	9640425.93726237	1492029.63445226	810373.71934937	51303.3734885929	309739.962573209
78196490.8077786	97729266.6974559	23323323.153947	8337247.78573473	5890130.16947776	13017175.4859823	1639842.84206708	1332203.64836733	122579.527691111	169565.020097155
136821973.320296	116057636.966399	31806754.295015	14706545.15038	8675753.64359406	6845472.83587086	1148951.99043286	1555964.40844692	29252.2536956002	30972.7566938444
145786939.88452	114982599.549839	32284274.2204544	15819783.5619664	9108298.6679425	5424554.51033488	1018819.03163358	1368961.52137318	13177.4680236675	23872.9085809132
153447003.039144	112592778.604644	32312168.0035561	16858446.7792722	9479990.27447557	4326409.47295279	900726.24587764	1176917.02099908	5219.51586894794	18559.3217778266
159316515.892921	108936592.250537	31846997.5172167	17776111.2657239	9766565.65998078	3529386.64101611	798320.717267577	996623.127750078	1839.70371889503	14563.9991742811
162933867.869633	104108619.836278	30868970.2919533	18523931.8057764	9944019.94193638	2992844.029501	713245.446388012	837942.249351203	583.954169964582	11544.9339385971
163906316.560586	98245816.8020806	29386710.3542664	19053810.1533227	9990586.98889951	2680941.38061352	645900.84580301	705119.49100166	168.933841078317	9251.77380187678
161969288.065408	91525231.668285	27441137.1284054	19323301.9162737	9889551.40148703	2576065.92893498	596059.400034024	598500.458109982	45.074096629989	7500.69852948808
157292380.32351	84239175.2460892	25133681.2679773	19322899.1037749	9643590.20308271	2645618.91057307	561874.996023574	514245.110824468	11.2078849910061	6153.3283055425
150443199.268699	76743778.7283899	22606169.5308499	19078194.1905	9274058.09168588	2839348.43681275	540684.61356109	446985.774403637	2.62040638602315	5106.30528769456
132682163.582669	62242400.3442185	17404765.6602665	18001717.6294458	8266231.69106804	3399523.38873505	531005.801489021	348442.054894899	0.123349865935409	3634.55567025023
94998757.987833	39385452.4801123	8761733.88178467	14629402.0867883	5858250.58386359	2959754.10703862	634433.241940552	234378.283852239	0.000192461623775495	2080.88818454159
87035481.1829279	35235359.7424884	7184900.72365569	13739855.3934933	5285227.62870431	2248886.14399613	690492.219905765	215734.539470767	3.74345576733583e-05	1852.96517294124
79972909.0606003	31681797.8200937	5843395.29987854	12884260.5882999	4747501.78740664	1481658.4288285	762524.502084702	199532.175663254	7.34696930765034e-06	1664.35579955861
73803616.1356215	28663030.0325864	4718159.46299446	12074743.8447578	4249758.06134715	836538.221409316	853667.909193815	185310.645147183	1.46315469878783e-06	1507.25332550143
68393889.1253676	26083170.4043699	3784618.64074562	11310893.6018003	3792377.13022786	409023.30146165	967787.486076122	172750.147279175	2.9551037671231e-07	1375.30814971426
63620603.8863126	23861350.5865906	3017682.87210825	10590942.3210983	3374659.51603648	175474.682060529	1109764.81637239	161591.634532242	6.04506681094906e-08	1263.54252527992
59382027.2359299	21932916.8178073	2393243.23426602	9913091.48141958	2995314.44715933	66921.3381410441	1285718.26881668	151618.945566725	1.25089474200734e-08	1168.04125422593
52184723.988027	18757750.988716	1484697.03884774	8676431.34618562	2344449.80977393	7205.00809610338	1771671.98807555	134534.03368521	5.51589024097822e-10	1014.00432059284
36947561.6405366	12449535.75817	331507.114856643	5790373.52448066	1089113.52726467	2.07840682081732	5268011.91498752	97649.7193747436	5.45649827115362e-14	716.33600316147
42875704.5000626	55313658.5572341	8892938.58050111	4698512.94035315	2475208.50158307	3937359.19127392	518382.640946349	494617.477214889	3119.33501044478	271974.229941291
45335651.3365915	56278641.85579	9508650.01510821	5008026.31260228	2483506.82592044	3744018.01288178	561039.257265361	501297.293373209	5298.50553092002	229503.222755257
47961576.1966031	57260423.2386828	10176279.0430931	5337929.26523534	2497286.43086113	3560169.08331865	604618.120037044	508091.273875526	8654.37555356689	193664.811842339
50792200.559033	58259257.1531586	10910692.1350451	5689565.51238142	2522145.95751404	3385344.90264601	646039.807995298	515025.891181221	13070.7355649037	163423.475541913
53873550.9351127	59275400.4989276	11730197.3935377	6064367.38876329	2564013.82443884	3219101.14373023	681510.764561015	522128.996587445	17552.4295448037	137905.268514185
57260371.7322445	60309112.6026629	12657403.8977994	6463861.70096337	2629470.04069219	3061015.4927195	706751.252653061	529429.896400628	20152.9366700793	116372.633579567
65222991.1966759	62430292.8470335	14953546.8021259	7343545.03704873	2863667.02549291	2767732.80538735	710010.448864566	544751.833553673	14214.888499394	82871.5081386728
117468457.696912	71674001.4183226	30764440.4842496	12233972.6741678	6142763.3107024	1849734.81578085	423548.522207	630561.830699428	1.2867485208399	21331.5252992173
126085379.091802	72919907.9025512	32923397.1707877	13039939.1490673	6932284.70454105	1758844.19028016	408597.648731259	646585.968073684	0.231014494840463	18006.1475024763
134960913.975107	74186976.6907407	34853276.2512594	13899001.6805178	7831539.78598506	1672415.4155829	404076.658828066	664454.738904367	0.0393759115422657	15199.9138861413
143969611.633619	75475538.4892307	36433265.0112236	14814657.1979119	8844528.85693892	1590229.73971127	411917.501768151	684431.604685527	0.00650925794951982	12831.709668362
152958253.365612	76785928.2761705	37540518.2155915	15790632.8140699	9971434.53187099	1512079.11805106	435249.894445022	706814.136316234	0.00106611842140739	10833.0971284607
161747672.435111	78118485.4504812	38060858.7472291	16830900.9719018	11206763.5110155	1437765.68082108	479226.428555141	731931.901999955	0.000176643348831572	9146.33413639032
170170156.330738	79473556.534377	37894506.0985943	17939695.7528399	12528404.2683813	1367101.03983968	549464.918249676	759951.318369978	2.98825730479543e-05	7722.68643819236
185336642.338647	82252661.0154378	35266119.6282179	20381214.168657	15229350.6787564	1236009.6604215	794399.54417838	824547.291792069	9.01230473550446e-07	5506.68416583915
204963439.829995	88096937.279643	22324581.8270764	26306177.3267537	18530946.9147438	1010290.06168735	2007516.55844949	985413.084427139	9.3327748318467e-10	2801.80310231242
206902425.965549	89619789.9654617	18418779.1952251	28039101.0691857	18369258.839099	960611.187089482	2530693.53168293	1031246.1176023	1.69160426241507e-10	2366.65631233822
207466631.708838	91168125.7130351	14665445.1237591	29886162.9496339	17687149.498427	913370.890987506	3146858.74640162	1078775.65078216	3.0612663358621e-11	1999.19968813633
206615603.773371	92742344.7349761	11248814.9328192	31854878.2717488	16499866.0407286	868449.489750969	3836024.12632902	1127645.19562027	5.51666800160575e-12	1688.88471868238
204436303.785593	94342910.4006833	8324541.42452023	33953259.0168688	14927117.0087514	825733.534762412	4580070.69625716	1177757.18150726	9.89376109604172e-13	1426.80695789667
201089094.047376	95970325.8631375	5962997.98918325	36189845.9874811	13132579.1001561	785115.273158712	5366118.35922519	1229173.18173324	1.76661349342234e-13	1205.45186247033
196748327.390759	97625106.4772058	4147961.57290677	38573742.7404949	11267169.4528482	746492.175553801	6181100.51890563	1281967.50362027	3.14201073936547e-14	1018.47887005981
185805248.398669	101018886.351059	1862222.97622775	43822918.6008703	7777949.81585785	674845.974932479	7852546.49188625	1392051.04701401	9.83919756867192e-16	727.111545216106
146479689.416137	111914552.37856	116990.737045849	64257980.4092869	1871785.35826269	498565.351767671	13030871.0101188	1767415.70150996	2.22044604925031e-16	264.707249592331
