Bacteroidaceae	Akkermansiaceae	Lachnospiraceae	Sutterellaceae	Porphyromonadaceae	Ruminococcaceae	Erysipelotrichaceae	Rikenellaceae	Peptostreptococcaceae	Desulfovibrionaceae
0.38527534909109	0.588455321652547	0.936927166353726	0.781350550254337	0.323295911851145	0.19007755385494	0.473691298835568	0.0221034581551525	0.000581231786041052	0.162397697062053
0.382179905180185	0.583748227259393	0.926881710044765	0.77209012955731	0.321484041452959	0.189188060298272	0.470473309206518	0.0221031464103872	0.000581635993081797	0.162397712036782
0.37289358025412	0.569626954126872	0.896745356959224	0.744308880199614	0.316048435797195	0.186519583046967	0.460819348417356	0.0221022115273873	0.000582848623414612	0.162397759541375
0.357416377640338	0.54609150718473	0.846518114413231	0.698006807857965	0.30698909792829	0.182072123834372	0.444729420476366	0.0221006539108634	0.000584869688377316	0.16239784255254
0.335748297420594	0.513141886782883	0.776199982858705	0.63318391310007	0.294306028250222	0.175845682668801	0.422203525644997	0.0220984737772721	0.000587699194260268	0.162397962663878
0.30886702058489	0.472097497949339	0.689273935021353	0.553010659472935	0.27835091719731	0.167970925484409	0.393961280754491	0.0220957537534054	0.000591292585712789	0.162398106454031
0.282638669066473	0.430874824989494	0.606637880689221	0.476509883411402	0.26123394288173	0.159231868353599	0.364320432443333	0.0220929945120893	0.000595382668376537	0.16239822952666
0.258040931795628	0.390793285080943	0.531774809150208	0.406852061123185	0.243306803949813	0.149759181633485	0.334000607691817	0.0220902800671456	0.000599924926169514	0.162398328665115
0.235073804707243	0.351852871971505	0.464684710847302	0.344037184766039	0.22456949670003	0.139552863260756	0.303001801427614	0.0220876099999195	0.000604919347529283	0.162398400790662
0.194031390470577	0.27739544074882	0.353823456546269	0.238936288821314	0.18466438527295	0.116939336395685	0.238967256352235	0.0220824033930852	0.000616264690749613	0.162398466898867
0.157156138117263	0.209784354572093	0.264765383391823	0.156370609739068	0.145667945760464	0.0935083194350886	0.177892038503438	0.0220774347031833	0.000627328678710443	0.162398456448518
0.122092757985067	0.151301434226687	0.188221756196124	0.0915035618133143	0.111729512878521	0.0713768426196583	0.125451386506584	0.0220727634789943	0.000636021278969584	0.16239839463111
0.0888412523906786	0.101946682221438	0.124192577686058	0.0443351454761538	0.0828490888469011	0.0505449073258591	0.081645302395089	0.0220683903686853	0.000642342510449843	0.162398286216654
0.0574016188876915	0.0617200954571254	0.0726778440371417	0.0148653587941559	0.0590266713436628	0.0310125121206594	0.0464737835928634	0.0220643148908827	0.00064629235927845	0.162398127663293
0.0279000862472427	0.0298508744947295	0.0325775416518545	0.00102200801197126	0.0398533966044218	0.0128342729764119	0.019173427080948	0.0220605450040227	0.000648148462353538	0.162397929106898
-0.0440530439761758	-0.0456738580768181	-0.0621374378024649	-0.0275650837335965	-0.00571731233384241	-0.0314455154534552	-0.045273455605801	0.0220513706332756	0.000651981891498827	0.162397425197165
-0.0779133389736197	-0.0812149052205652	-0.106709187216539	-0.041017826889561	-0.0271623494580708	-0.0522830623702094	-0.0756013976934899	0.0220470539515409	0.000653785877271448	0.162397192988882
-0.100486871912767	-0.10490894168824	-0.136423694605606	-0.04998632934966	-0.0414590439064659	-0.0661747617520716	-0.0958200298460428	0.0220441757439467	0.000654988522797333	0.162397035095403
-0.113184482125393	-0.118236834014634	-0.153138100391216	-0.0550311082769347	-0.0495009325545958	-0.0739888415480651	-0.107193007795775	0.0220425570005876	0.000655665017815341	0.162396948107385
0.0315605039153572	1.32497918317667	-1.54342205078213	0.0722840545351886	0.0371840773724117	0.0121088084037683	0.00728122177735441	0.111682173838461	-0.348857265483522	0.222386656762994
0.0315605915105231	1.30705064567963	-1.47744972901337	0.0722841184546592	0.0371841216064039	0.0121091652064455	0.00728127156982369	0.111681382687084	-0.348857016614179	0.222386548188523
0.0315608547974901	1.25326505381875	-1.27953279175842	0.0722843113616791	0.0371842548992193	0.0121102358067535	0.00728142106291344	0.111679011007861	-0.348856275549146	0.222386225998762
0.0315612943548202	1.16362241619334	-0.949671244663533	0.0722846345809628	0.0371844779324253	0.0121120204271513	0.0072816703901218	0.111675060845933	-0.348855048682733	0.22238569426977
0.0315619104922754	1.03812273403686	-0.487865084733292	0.0722850888215672	0.0371847910708932	0.0121145191870037	0.0072820196229387	0.111669533295238	-0.348853339438302	0.222384955183572
0.0315626655851409	0.882903353873407	0.0705251929408478	0.0722855759897261	0.0371851649935531	0.0121176286392861	0.0072824444750514	0.111662408595851	-0.3488511998074	0.222384015682545
0.0315633409079776	0.734788432998637	0.513336712915092	0.0722855236029011	0.037185432047095	0.0121207308025728	0.00728280084912006	0.111653593012644	-0.348849019354321	0.222382966896783
0.0315639008195574	0.599915336265101	0.805209000406612	0.0722848381085609	0.0371855652469955	0.0121237229929685	0.00728306491653944	0.111643073795357	-0.348846871991578	0.222381829741942
0.0315643447215005	0.478284050773385	0.946142064187016	0.0722835181365482	0.0371855638883264	0.0121266049804611	0.00728323653923852	0.111630848828401	-0.3488447511056	0.222380600002227
0.0315648850592244	0.274746945930514	0.775190501358496	0.0722789760487356	0.0371851581583634	0.0121320385622887	0.00728330258029996	0.111601283638712	-0.348840594984729	0.222377866733893
0.0315651921930092	0.119857774815998	0.361423319605728	0.0722734809234394	0.037184519535855	0.0121372829344609	0.00728325068716006	0.111570117263311	-0.34883760870122	0.222374970254428
0.0315654957326902	0.00929719622444734	0.0657817520377784	0.0722686148288595	0.0371839519196018	0.0121425892285783	0.00728333242188316	0.1115425671823	-0.348836842648747	0.22237210906302
