Row.names	sampleID	Subject	subjectID	Time	Group	Bacteroidaceae	Akkermansiaceae	Lachnospiraceae	Sutterellaceae	Porphyromonadaceae	Prevotellaceae	Acidaminococcaceae	Ruminococcaceae	Enterobacteriaceae	Desulfovibrionaceae
4-D38	193	4	3	38	H2	72307384.92	11745120	1744530.84	362577.1	5911195.53	1539466.7	4755110	59438.88	48739877.77	1777222.55
4-D39	194	4	3	39	H2	63410753	1783462.4	4644719.25	399693.9	1852374.7	7431551	7552837.57	11026.04	52610753.02	2218990.08
4-D42AM	195	4	3	42	H2	33985635.19	155833.85	3814466.482	1416357	5535565.064	4508793.5	5705251	8657.437	16566871.9	1232818.822
4-D42PM	196	4	3	42.5	H2	75627655.4	117133.2	7141086.21	3780575	22251269.58	9867462	11341729.08	32312.61	41974080	1445989.21
4-D43AM	197	4	3	43	H2	24673400.38	40980.48	2890699.952	1372846.345	9184355.94	4035000.6	3500679	15761.723	13220930	1242023.55
4-D43PM	198	4	3	43.5	H2	8438208.829	8081.469	426008.8784	88030.289	2027005.601	1071949.2	467570.7478	577.2478	1139487	130746.5868
4-D44AM	199	4	3	44	H2	12948542.82	45967.41	362455.657	56534.626	2938215.238	846434.4	658337.8	4226.888	1319846	79254.153
4-D44PM	200	4	3	44.5	H2	18086740.7	73450.046	571574.917	148903.311	4176636.519	1273356.755	1262673.455	6677.277	2321689	234372.438
4-D45AM	201	4	3	45	H2	12764240	30211.9	110680.1	37474.37	2847471	483390.3	636483.4	580.998	1394976	158612.5
4-D45PM	202	4	3	45.5	H2	25618910	60740.83	246228.9	111031.6	4448449	569526.9	1564893	16328.18	5447081	740646.2
4-D46	203	4	3	46	H2	13151247.76	3315741.4	285650.784	80604.424	2925446.317	222722.73	550443.4	88382.054	2015111	194087
4-D47	204	4	3	47	H2	15808450	2010882	481977.4	119172.5	4280040	139509.1	597082.5	62229.99	751233.9	231023.7
4-D50AM	205	4	3	50	H2	12318895.78	2617402.393	731122.452	819827.726	3023935.15	462222.05	294358.3	83136.326	200084.1	222757.652
4-D50PM	206	4	3	50.5	H2	15367200	1859615	700305.7	1667872	4444316	473163.7	467263.8	76107.35	299709.6	275520.5
4-D51AM	207	4	3	51	H2	14217370	472857.5	1297491	2045533	3005007	627877.7	416903.5	51367.65	91269.29	121080.8
4-D51PM	208	4	3	51.5	H2	24065449.97	1217368.41	1412787.737	3041284.467	4686867.09	1125531.6	1343376	103583.084	541408.5	299002.669
4-D52AM	209	4	3	52	H2	27966907.71	2055011.77	1551112.98	1895213	3791491.36	574210.1	1215536	38351.7	323858.8	164060
4-D52PM	210	4	3	52.5	H2	14517333.62	822947.83	509535.425	851789.44	1736265.991	303798.5	627209.255	56529.592	170357.9	151130.146
4-D53	211	4	3	53	H2	17962100	2701566	986510.1	666514.7	1567892	243419	755497.4	108233.8	59464.4	293471.8
4-D54	212	4	3	54	H2	21854090	69909.45	2939151	1393266	8511229	998425.1	400748.5	149665.3	768019.3	822174.4
4-D57AM	213	4	3	57	H2	60489162.82	37083.66	16522192.87	6891856	17489224.85	9701656.58	3269067.89	2601561.56	8323856	3386024
4-D57PM	214	4	3	57.5	H2	72308144.49	40122.15	11747765.45	7330317	17958674.28	16606557.35	8798787.59	3394333.85	4602011	2447451
4-D58AM	215	4	3	58	H2	75373822.72	39824.14	7997066.049	2133436	8554604.848	1644168.039	5395222.294	417205.274	925437.1	1850874
4-D58PM	216	4	3	58.5	H2	57667997.99	67070.9	6720071.225	2163577.155	5469523.18	1562102.847	5432743.148	618783.165	828650.1	2174395
4-D59AM	217	4	3	59	H2	24012919.12	9974.627	5452131.213	1764179	1547397.228	222101.7	1517473.584	125015.322	122355.45	2061423
4-D59PM	218	4	3	59.5	H2	55098121.42	7558.559	7499980.666	6067633.92	5897566.754	1757365.08	4357509.713	236204.99	453513.6	4191221
4-D60AM	219	4	3	60	H2	54119955.88	50551.05	6958352.499	8492576.42	13502185.49	6728344.494	4170462.074	664746.349	424628.8	8404112
4-D60PM	220	4	3	60.5	H2	36504639.01	27382.52	4084974.4	6316649.98	9911228.46	3666768.52	6288022.51	293739.77	309920.4	3239850
4-D61	221	4	3	61	H2	37375609.25	44611.62	8820353.851	8138434	8195790.953	4764520.134	3556182.704	396406.073	254923.5	3730806
4-D62	222	4	3	62	H2	86789797.41	45577.75	16521932.03	26627171.11	23413939.05	9756893.34	15135064.2	540421.84	520888.5	5964174
4-D63	223	4	3	63	H2	21373591.68	42223.61	4505862.311	8227572	6608598.303	2409158.599	1600878	107368.602	152004.978	1680500
4-D64AM	224	4	3	64	H2	33119270.86	70293.06	8741643.8	14438193.44	10355572.21	7347029.67	2775170.17	747918.09	56234.44	3750837
4-D64PM	225	4	3	64.5	H2	46844834.07	45346.03	7233884.307	8441521	11147962.46	5331738.465	2940332	303102.392	11933.17	1374701
5-D0AM	226	5	4	0	H1	38619.61516	384.82553	1570.931537	268.8507	1892.4978	10.54317	100.1601	853.996329	2398.56986	358.4676
5-D0PM	227	5	4	0.5	H1	304523.699	24710.75	9448.2283	0	15262.52	13082.163	5087.508	22530.3878	26891.11	0
5-D1AM	228	5	4	1	H1	34268173.88	57680.12	26780.06	0	7115256.024	959962.113	8240.018	2060.004	12172571	0
5-D1PM	229	5	4	1.5	H1	20437340	100889	131806.6	8949.828	1786711	813.6207	4068.104	27663.1	5131506	1627.241
5-D2AM	230	5	4	2	H1	22994312.11	3768228.449	570413.489	13997.88	2055587.985	27995.754	559215.2	116882.268	3479872.21	730689.116
5-D2PM	231	5	4	2.5	H1	17469858.39	7406483.736	1465513.176	1384.519	1304216.782	57457.534	848017.8	287287.677	2971870	693643.977
5-D3AM	232	5	4	3	H1	43691546.26	17698073.97	4424097.939	18539.073	2866815.385	101122.23	3306697	1193242.407	5704979.67	1547169.859
5-D3PM	233	5	4	3.5	H1	181280200	24322850	7415268	0	8269958	711445.5	8260408	1790551	7157429	2368302
5-D4AM	234	5	4	4	H1	18868437.81	3810577.524	1891961.385	3731.679	885474.225	264949.216	923324.1	494180.966	614660.87	296935.053
5-D4PM	235	5	4	4.5	H1	32372850	5352458	2191527	5377.039	2604791	566125.4	1941111	417872.7	635258.7	297273.5
5-D5	236	5	4	5	H1	12904367.83	3172237.283	1455797.741	7594.865	859600.651	291711.934	502296.8	400801.788	213691.923	150516.402
5-D6	237	5	4	6	H1	39986378.72	6103859.43	4780340.79	4876122.03	1075359.02	908830.64	2211670	531148.96	97957.8	278635.54
5-D7	238	5	4	7	H1	32491908.95	9931581.694	3464243.507	5503423.041	2209017.652	846940.053	992033.4	373418.428	91105.108	455525.544
5-D8	239	5	4	8	H1	26062780.29	5095282	3297515.816	3664802	1685003.316	550928.4	2720813	120817.634	136926.7	298016.8
5-D9	240	5	4	9	H1	32194271.58	9300533.989	4497873.575	2871336	2219514.57	902290.594	5280965.389	229344.757	1428878.694	611083.136
5-D10	241	5	4	10	H1	20614698.93	8481204.085	2810640.45	2730556.269	1315225.8	636051.8	2393280	207910.396	485894.3	445082.2
5-D11	242	5	4	11	H1	40971580.67	12326725.5	4999677.949	5759674.253	1099246.859	934359.8	2041188	246382.899	231220.9	674710.153
5-D14	243	5	4	14	H1	31593102.12	12822280.55	4204741.59	2717770	674891.253	908307.411	2282147.106	371255.235	405715	383608.7
5-D16	244	5	4	16	H1	38513843.14	7771812	6892992.659	2477867.191	927886.058	397790.58	2363086	828000.237	0	278628.7
5-D18	245	5	4	18	H1	24193134.07	7486043.108	3756786.88	2092329.666	1070827.691	453108.68	476050.9	813874.897	0	217950.955
5-D21AM	246	5	4	21	H1	52867557.68	13966920	9831026.445	4003423.821	3279180.603	918604.9	2495218	685153.332	0	532052.5
5-D21PM	247	5	4	21.5	H2	62510210.93	14079417.12	13688515.56	4671576	2463795.438	1068103.5	4792701	810712.563	0	750150
5-D22AM	248	5	4	22	H2	24200150.81	40239368.89	8795988.63	449012.29	3137719.49	17888.93	1452581	1901593.81	0	1776371
5-D22PM	249	5	4	22.5	H2	44449157.59	59890586.69	19379725.68	1672882	6125173.5	26175.96	3709847.27	3724124.9	33314.85	2746096
5-D23AM	250	5	4	23	H2	21509804.18	26458772.96	7554412.594	1336767.75	2504867.33	0	0	2597058.417	0	4190.494
5-D23PM	251	5	4	23.5	H2	22400522.6	34029101.42	34261674.02	802372.1	3399421.415	0	2690078	9109054.815	209314.5	19210416.19
5-D24	252	5	4	24	H2	17059396.97	32893327.09	8312183.265	132062.7	2213993.043	1942.099	1241001.495	3491893.628	54378.77	4200760
5-D25	253	5	4	25	H2	21065729.19	34446187.28	11464501.96	58532.17	2370552.9	0	1301365	6900943.732	31217.16	1283806
5-D28AM	254	5	4	28	H2	13014741.45	36902438.45	7112164.426	704148.34	1380290.751	0	1512319	2251140.697	37341.2	6031937
5-D29AM	255	5	4	29	H2	107578756	59516969.24	19143691.45	22582830	11998207.98	801604.41	8584924	603358.14	17238.8	4016641
5-D29PM	256	5	4	29.5	H2	109159671.9	22367448.2	19251787.7	6952412	7118398.8	857146.7	8024525.2	506124.7	19047.7	1382319
5-D30AM	257	5	4	30	H2	165371699.2	24130815.3	26057710.82	5092883	7928096.5	3670027	13204740	414781.22	0	1386104
5-D30PM	258	5	4	30.5	H2	119873600	30043450	27181430	2618775	5542900	3571056	9434833	569298.7	5175.443	2385879
5-D31AM	259	5	4	31	H2	43668771.8	15286697.63	8009079.096	3965960.401	3661954.955	2549325.2	3751459	283944.243	15431.75	984545.8
5-D31PM	260	5	4	31.5	H2	123188320.3	75837009.45	37386006.18	10743580	10603137.3	7659772	10661658.1	1304911.46	0	2469383.62
5-D32	261	5	4	32	H2	153039000	17642120	25437470	9831134	25081900	1004214	7275664	1500459	0	660358.3
5-D33	262	5	4	33	H2	107843800	7786707	18646000	9567126	13256340	124166.4	2763228	1384771	6313.546	183092.8
5-D35AM	263	5	4	35	H2	84373592.93	9554300.702	13892714.67	5062066	7313427.304	111868.87	13092149.85	625766.479	41950.83	447475.508
5-D35PM	264	5	4	35.5	H2	86589968.87	8499955	28376040.87	5433710	9833225.9	282306.94	6831269.54	701574.68	78263.31	553433.4
5-D36AM	265	5	4	36	H2	141106857.3	13017520	12133913.47	15557290	16527805.9	135196.77	6581186	207623.63	11709010	4780172
5-D36PM	266	5	4	36.5	H2	116887500	9102753	542776.2	8374639	13145770	2647.689	10802570	129736.7	17400610	5356274
5-D37AM	267	5	4	37	H2	54146030.16	1681683.77	202691.271	1567915	2840293.54	202691.27	3517674	5230.743	16759300	503458.928
5-D38	268	5	4	38	H2	49818390.98	13936373.1	85404.9	681531.09	3310293.78	2635595.7	3257343	18789.08	21990050	845508.55
5-D39	269	5	4	39	H2	62293851.69	8920996.4	61976.681	738251.6	1704358.9	2460838.461	4123272.402	424722.552	32333600	2048875.771
5-D42AM	270	5	4	42	H2	24077626.05	1069163.212	75638.67	194207.359	4608848	2236451.3	3995561.171	242248.16	12273902.14	1739689.486
5-D42PM	271	5	4	42.5	H2	31528309	35839.44	27746.666	154918.9	8507822.2	2327251.522	3264858.222	205787.779	14168140	842805.033
5-D43AM	272	5	4	43	H2	12955074.15	10179.331	6429.051	21430.17	4718923.61	1017397.3	1238663.823	100186.047	5643635	260376.536
5-D43PM	273	5	4	43.5	H2	15815480	11486.39	9571.988	3828.795	6150322	464560.4	928482.8	12762.65	2955830	296093.5
5-D44AM	274	5	4	44	H2	9081490.6	12260.59	3966.661	6851.506	3174771.49	160108.86	479605.405	5409.083	874829.1	111427.139
5-D44PM	275	5	4	44.5	H2	21942947.2	47890.31	22961.109	49858.407	6826009.47	757060.6	1704370.349	33457.616	5135416.095	530729.592
5-D45AM	276	5	4	45	H2	11429697.66	4485759	27173.751	19335.17	3459950.23	469269.72	460908.6	29264.041	2525591	268602.127
5-D45PM	277	5	4	45.5	H2	20387900	2334666	24213.66	21870.41	7117254	204644.5	932616.6	5467.601	3541443	397572.8
5-D46	278	5	4	46	H2	12913910	1267968	48243.62	42999.75	4717387	91243.37	402379.8	17829.16	1395569	192275.3
5-D47	279	5	4	47	H2	14565650	2521594	174257.7	119600.1	3257708	249191.4	780486.5	148985.9	1089919	323243.6
5-D50AM	280	5	4	50	H2	20849058.35	1617703.72	479628.399	278836.1	4922063.205	371276.327	1313106.12	174272.57	1287343.414	350818.2
5-D50PM	281	5	4	50.5	H2	28813262.57	1111627.042	308540.389	458402.9	5475270.264	543912.62	979395.3	160440.998	1637909	277686.332
5-D51AM	282	5	4	51	H2	8473947.328	334058.83	435511.143	140832	2167210.602	381447.74	407812	86768.517	1246797.175	116803.775
5-D51PM	283	5	4	51.5	H2	19817650	822815.4	922025.6	419675.2	4804612	1122021	718093.4	228341.1	1326741	294481.3
5-D52AM	284	5	4	52	H2	10300612.48	129030.69	484200.974	430774.3	1990903.134	781576.4	403220.8	75603.903	797033.2	231852.004
5-D52PM	285	5	4	52.5	H2	20341075.62	342884.14	653872.143	1517244	2139219.72	1781837.7	796680.1	146432.556	1355588	801029.523
5-D53	286	5	4	53	H2	6292557.515	24238.483	1338867.855	1757496	3087326.235	2853979.078	444098.422	60801.627	1168377	695110.487
5-D54	287	5	4	54	H2	1906735.113	2939.9511	228610.6054	312928.3981	1359198.3	254834.946	163578.8864	27988.3366	203562.2	137589.7
5-D57AM	288	5	4	57	H2	17842853.5	36485.88	3305117.353	4407243	12036566.4	8005505.102	1585248.282	387505.214	3261083	1823036.134
5-D57PM	289	5	4	57.5	H2	22907987.4	17612.5	10620335.01	7518579	12951056.09	16403105.63	1866924.72	502934.623	5178073.776	872797.1
5-D58AM	290	5	4	58	H2	87214126.12	4780.69	14452028.42	5024505	29468168.3	17243948.84	6387002	401577.91	2242144	3289115
5-D58PM	291	5	4	58.5	H2	148861844.7	62622.64	12250552.83	11326870	34974746.66	40649914.93	36587275.15	1604705.07	5816078	7099842
5-D59AM	292	5	4	59	H2	50643503.75	22439.413	6134933.879	6433379	11015505.81	3996458.777	8495560.155	372494.187	543033.741	1914082
5-D59PM	293	5	4	59.5	H2	66407672.51	22832.27	10836768.67	10976618.07	14749646.6	10137529.6	4934625.714	619325.48	430959.2	3824406.034
5-D60AM	294	5	4	60	H2	54788753.55	27441.416	6217442.123	7271976	10639430	6856434.986	3253768.667	305775.84	23521.22	3249848
5-D60PM	295	5	4	60.5	H2	58575879.47	143416.75	8922769.204	9794517.185	14257308.1	3368886.831	11726420.16	607411.937	129356.2	2750226
5-D61	296	5	4	61	H2	76435651.68	5070346.11	11053303.89	12470710	13515120.03	4560575.906	4669989.893	621670.651	9946.731	2223094
5-D62	297	5	4	62	H2	57312690.56	10463140	15765786.55	11003350	6916190.3	6390190.078	6702947.406	326973.028	14216.22	650392
5-D63	298	5	4	63	H2	28242075.08	18780359.98	5080789.846	5372722	2551994.209	4777256.573	742398.5	218466.208	13533.305	748198.5
5-D64AM	299	5	4	64	H2	50854844.16	5016448	10442894.54	9954515	6149972.4	6764970.316	3762336.467	147719.932	0	250219.5
5-D64PM	300	5	4	64.5	H2	57113840.09	6985788	7904400.11	5259664	4099881.8	6107821.591	2983456.566	111100.574	8129.311	525695.4
