Row.names	Subject	Vendor	Time	Group	Muribaculaceae	Faecalibaculum	Bacteroides-acidifaciens	Akkermansia-muciniphila	Parasutterella	Bacteroides	Lachnospiraceae-NK4A136-group	Alloprevotella	Parabacteroides-goldsteinii	Lachnospiraceae	Bacteroides-uniformis	Desulfovibrionaceae	Lachnospiraceae-bacterium-28-4	Clostridia-UCG-014	Oscillospiraceae	Lachnospiraceae-bacterium-10-1	Rikenellaceae-RC9-gut-group	Helicobacter-ganmani	Mucispirillum-schaedleri	Ruminococcus-sp.-N15.MGS-57	Escherichia-Shigella	Clostridia-vadinBB60-group	Alistipes	Colidextribacter	Parabacteroides	Oscillibacter	Ruminococcaceae	Anaerotruncus	Roseburia	Bacteroides-vulgatus-ATCC-8482	Odoribacter	Peptococcaceae	Rikenella	Lactobacillus	Lachnoclostridium	Blautia	Muribaculum	Bilophila	Desulfovibrio	Lachnospiraceae-UCG-006	Candidatus-Saccharimonas	Tuzzerella	Helicobacter-mastomyrinus	mouse-gut-metagenome	Gastranaerophilales	GCA-900066575	Bacteroides-caecimuris	Lachnospiraceae-bacterium-DW59	Dubosiella-newyorkensis	Parabacteroides-distasonis	Incertae-Sedis	Bifidobacterium-choerinum	Acetatifactor	Butyricimonas	UCG-009	Desulfovibrio-fairfieldensis	Lachnospiraceae-bacterium-595	Clostridiales-bacterium-CIEAF-020	Lachnospiraceae-FCS020-group	gut-metagenome	ASF356	Bacteroides-sartorii	Intestinimonas	Candidatus-Gastranaerophilales-bacterium-Zag_111	A2	Dubosiella	Burkholderiales-bacterium-YL45	Marvinbryantia	Dorea-sp.-5-2	UBA1819	Erysipelotrichaceae	Clostridium-sensu-stricto-1	Tannerellaceae	Negativibacillus	Bifidobacterium	Rikenellaceae	Helicobacter-hepaticus	Helicobacter	Family-XIII-AD3011-group	[Eubacterium]-xylanophilum-group	Parabacteroides-merdae	NK4A214-group	Clostridium-sp.-Culture-27	Bacteroides-stercorirosoris	Clostridium-sp.-Culture-54	Coriobacteriaceae-UCG-002	Turicibacter	Bacteroides-caccae	[Eubacterium]-coprostanoligenes-group	UCG-010	Prevotellaceae	Oscillospirales	Acutalibacter-muris	Alistipes-shahii	Lachnospiraceae-UCG-001	Harryflintia	Clostridium-sp.-Clone-49	Christensenellaceae	Eubacterium-sp.-14-2	Bacteroides-xylanisolvens	Erysipelatoclostridium	Clostridium-sp.-Clone-44	Streptococcus	Alistipes-inops	Lactobacillus-intestinalis	[Eubacterium]-nodatum-group	Clostridia	Clostridiales-bacterium-CIEAF-012	Peptococcus	Lactobacillus-murinus	Enterobacteriaceae	Parabacteroides-sp.	RF39	Prevotellaceae-UCG-001	Alistipes-sp.-cv1	Bacteroidales	Enterococcus	Clostridium-sp.-Culture-41	Rhodospirillales	Butyricicoccus	[Eubacterium]-fissicatena-group	Lachnospiraceae-bacterium-A4	Ruminococcus	[Eubacterium]-oxidoreducens-group	Brevinema	Monoglobus	UCG-003	Akkermansia	Klebsiella	Proteus	Faecalibaculum-rodentium	Enterorhabdus	[Clostridium]-leptum	Anaerovorax	Frisingicoccus	Eubacterium-plexicaudatum	Defluviitaleaceae-UCG-011	Malacoplasma-muris	[Eubacterium]-ventriosum-group	Bacteroides-nordii	UCG-005	Eisenbergiella	Anaeroplasma	Paludicola	Arcobacteraceae	[Acetivibrio]-ethanolgignens-group	Peptostreptococcaceae	Butyricimonas-virosa	Sphingobium	Flavonifractor	Alistipes-sp.-N15.MGS-157	Paraprevotella	Pasteurellaceae-bacterium	Bacteria	Parvibacter	[Clostridium]-aldenense	Butyricimonas-synergistica	Lachnospiraceae-bacterium-COE1	metagenome	Paenarthrobacter	Tyzzerella	[Ruminococcus]-torques-group	Parasutterella-excrementihominis	[Eubacterium]-brachy-group	Lysinibacillus	Christensenella-sp.-Marseille-P2437	Methyloprofundus	Lactococcus	Christensenella-minuta	[Clostridium]-innocuum-group	Megamonas	Candidatus-Soleaferrea	Christensenellaceae-R-7-group	Subdoligranulum	Alistipes-obesi	Faecalibacterium	Muribaculum-intestinale	Bacillus	Flavobacterium	Adlercreutzia-mucosicola	[Clostridium]-methylpentosum-group	Erysipelotrichaceae-UCG-003	Chloroplast	Alistipes-finegoldii	Anaerofilum	Butyricimonas-sp.-AT11	Streptomyces-sp.-Q1	Corynebacterium-propinquum	Cetobacterium	Clostridium-sp.-ND2	Anaerostipes	Morganella	Lachnospiraceae-AC2044-group	Micrococcaceae	Ruminiclostridium	Faecalitalea	Acetatifactor-muris	Adlercreutzia-muris	Nostoc-PCC-73102	Leuconostoc	Dialister-invisus-DSM-15470	Lachnospiraceae-UCG-010	Anaerotruncus-sp.-G3(2012)	Streptococcus-respiraculi	marine-metagenome	Dialister-sp.-Marseille-P5638	Corynebacterium-tuberculostearicum	Coprococcus	Streptococcus-danieliae	Allobaculum	Veillonella	UCG-007	Acinetobacter	Vagococcus-fluvialis	Anaerovoracaceae	Ethanoligenenaceae	[Eubacterium]-hallii-group	Vibrio	Nostocaceae	Rickettsia	Family-XIII-UCG-001	Anaerofustis	Rikenella-sp.-Marseille-P3215	Corynebacterium	Desmonostoc-PCC-7422	Oxalobacter-formigenes	Parabacteroides-sp.-CT06	Romboutsia	Dielma	Eggerthella	Lactobacillus-mucosae-LM1	Providencia-alcalifaciens	Candidatus-Stoquefichus	Lysobacter	Caproiciproducens	Brachybacterium	Megasphaera	human-gut-metagenome	Shewanella	Erysipelatoclostridium-ramosum	Subgroup-2	Alteromonas	Providencia	Clostridium-sp.-ASF356	Acinetobacter-sp.-CIP-56.2	Pedobacter	Elizabethkingia	Atopobiaceae	Holdemanella	Clostridiales-bacterium-CIEAF-026	Bosea	Verrucomicrobiaceae-bacterium-CHC8	Mucispirillum	Collinsella	Burkholderiales	Asticcacaulis	Sphingomonas	Endozoicomonas	Devosia	Prevotella	Bacteroides-faecichinchillae	Dyadobacter-fermentans	Rhizobiaceae	Anoxybacillus	Lactobacillales	Acidovorax	Enterobacterales	Lachnospiraceae-NC2004-group	Victivallis-vadensis	Pseudomonas	Burkholderia-Caballeronia-Paraburkholderia	Porphyromonas	Bacteroides-sp.-Smarlab-3302398	Rikenellaceae-bacterium-DTU002	Firmicutes	Sphingopyxis	Lachnospiraceae-bacterium-3-2	DNF00809	Rhodococcus	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Cellulosimicrobium	Turicimonas-muris	Akkermansia-sp.-KLE1798	Bradyrhizobium	Catenibacterium	Dialister	Fusobacterium	Peptoniphilus	Xanthobacteraceae	Clostridium-isatidis	bacterium-enrichment-culture-clone-M153	Bacteroides-coprocola-DSM-17136	Mucilaginibacter	Fusicatenibacter	Bacilli	Clostridium-sp.-Clone-47	[Clostridium]-cocleatum	Candidatus-Arthromitus	Lactococcus-raffinolactis	[Ruminococcus]-gnavus-group	Pseudarthrobacter	Clostridiales-bacterium-CIEAF-021	Wolbachia	Vagococcus
sample143	BI3	Beijing	0	Inulin	27650502.23	7158633.908	19190045.1	372148.6085	401418.7238	2028000.844	1998730.729	39828264	117080.4611	6340464.495	27876.30027	6668011.023	238342.3673	1076025.19	1266977.847	158894.9115	5711853.924	3607193.254	257855.7775	25088.67024	98960.86594	2080965.815	9869604.109	827926.1179	7668770.203	568676.5254	682969.3565	970095.2492	485047.6246	61327.86058	1115052.011	131018.6112	781930.2224	565888.8954	419538.319	204890.8069	381905.3136	96173.23591	33451.56032	288519.7077	2097691.595	209072.252	1063480.855	271793.9276	231373.2922	494804.3297	489229.0697	65509.30562	0	246705.2573	20907.2252	0	64115.49061	284338.2627	71084.56568	27876.30027	0	0	164470.1716	167257.8016	137987.6863	1312973.742	0	0	0	115686.6461	0	112899.0161	224404.2171	199315.5469	381905.3136	40420.63538	0	103142.311	16725.78016	34845.37533	367967.1635	234160.9222	66903.12064	58540.23056	101748.496	25088.67024	0	40420.63538	0	19513.41019	16725.78016	0	0	19513.41019	420932.134	0	0	0	0	0	0	76659.82573	0	0	8362.89008	0	19513.41019	52964.9705	13938.15013	62721.6756	0	79447.45576	0	0	20907.2252	18119.59517	20907.2252	43208.26541	86416.53082	0	18119.59517	0	50177.34048	0	0	78053.64074	0	0	41814.4504	0	0	0	0	0	19513.41019	0	0	8362.89008	0	0	8362.89008	0	0	0	0	0	0	0	0	0	0	0	8362.89008	0	0	0	239736.1823	0	11150.52011	0	25088.67024	0	0	0	0	0	0	0	0	0	6969.075066	0	0	0	0	0	18119.59517	0	9756.705093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5575.260053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6969.075066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4181.44504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2787.630027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample144	BI4	Beijing	0	Inulin	20189747.63	2648814.094	5359602.174	59678.65375	103289.9777	1315225.715	3550879.898	2598316.771	64269.31943	8983932.723	34429.99255	28349655.87	229533.2837	1407039.029	3445294.588	87222.64779	2336648.828	14800306.13	2419280.81	0	199693.9568	142310.6359	6002295.368	1744452.956	573833.2092	2189747.526	1223412.402	2947207.362	936495.7974	50497.32241	1613618.984	144605.9687	1207345.072	59678.65375	596786.5375	376434.5852	174445.2956	218056.6195	135424.6374	454475.9017	4932670.266	298393.2688	518745.2211	0	48201.98957	702371.848	172149.9628	403978.5793	4590.665673	34429.99255	243305.2807	0	94108.6463	82631.98212	296097.9359	335118.5942	0	52792.65524	250191.2792	165263.9642	142310.6359	1184391.744	4590.665673	0	61973.98659	20657.99553	0	0	250191.2792	587605.2062	94108.6463	117061.9747	0	41315.99106	13771.99702	934200.4645	479724.5629	431522.5733	13771.99702	119357.3075	0	71155.31794	0	48201.98957	48201.98957	6885.99851	18362.66269	0	0	6885.99851	146901.3015	0	0	0	0	0	0	36725.32539	1009946.448	0	0	0	0	0	0	0	0	29839.32688	11476.66418	0	0	0	0	25248.6612	25248.6612	0	16067.32986	0	0	22953.32837	0	0	0	0	0	43611.3239	0	0	0	0	0	0	0	9181.331347	0	0	4590.665673	0	0	0	0	39020.65822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11476.66418	0	0	4590.665673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16067.32986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6885.99851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2295.332837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample145	BI5	Beijing	0	Inulin	44612502.03	10757911.17	3589337.497	627965.7065	79127.04613	3833452.852	2452938.43	21337365.59	63975.05857	2707155.11	40405.30015	7579360.887	95962.58786	1880530.011	1769415.436	6638254.104	4708901.022	3591021.051	629649.2607	8417.770865	89228.37117	1114512.863	7808324.254	1070740.454	486547.156	309773.9678	590927.5147	582509.7439	750865.1612	38721.74598	3328386.6	109431.0212	973094.312	31987.52929	331660.1721	215494.9341	267685.1135	114481.6838	43772.4085	254216.6801	15936523.8	77443.49196	474762.2768	74076.38361	1188589.246	489914.2643	127950.1171	0	0	116165.2379	48823.07102	0	119532.3463	479812.9393	143102.1047	43772.4085	0	85861.26282	112798.1296	368698.3639	122899.4546	1388932.193	111114.5754	0	0	104380.3587	0	0	0	858612.6282	712143.4152	114481.6838	0	107747.4671	35354.63763	99329.69621	85861.26282	171722.5256	43772.4085	69025.72109	13468.43338	102696.8046	0	47139.51684	26936.86677	40405.30015	37038.19181	0	0	30303.97511	269368.6677	0	0	0	0	0	0	16835.54173	0	0	0	0	18519.0959	0	0	30303.97511	10101.32504	53873.73354	0	0	0	0	57240.84188	47139.51684	0	0	0	0	133000.7797	0	0	0	0	33671.08346	0	6734.216692	0	0	0	0	48823.07102	6734.216692	0	0	0	0	15151.98756	0	0	0	0	0	0	0	37038.19181	0	0	11784.87921	0	0	0	0	16835.54173	1683.554173	11784.87921	0	40405.30015	0	0	8417.770865	0	0	0	0	0	0	0	0	0	0	0	0	6734.216692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6734.216692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample146	BC1	Beijing	1	Control	13576741.42	276996.7359	1096282.856	163857.2241	54619.07468	8456853.397	1336866.876	19089366.6	98834.51609	4486566.849	159955.8616	14911007.39	101435.4244	628119.3589	1920770.793	42914.98725	7563441.39	616415.2714	115740.4202	10403.63327	329014.9023	262691.7401	4430647.32	1459109.567	7136892.425	626818.9047	1141798.752	1209422.368	2247184.787	28609.9915	1754312.661	124843.5993	1011753.336	54619.07468	715249.7875	75426.34123	55919.52884	137848.1409	106637.241	507177.1221	1451306.842	340718.9897	329014.9023	421347.1476	79327.70371	403140.7893	230180.3862	394037.6102	0	282198.5525	81928.61203	0	49417.25805	645025.2629	144350.4117	130045.4159	0	0	169059.0407	124843.5993	136547.6867	2171758.446	301705.3649	0	24708.62902	0	0	284799.4609	284799.4609	165157.6782	0	13004.54159	0	68924.07043	0	218476.2987	33811.80814	10403.63327	54619.07468	117040.8743	28609.9915	81928.61203	0	196368.578	24708.62902	0	0	0	0	3901.362477	100134.9703	0	0	0	0	16905.90407	0	29910.44566	91031.79114	0	0	0	14304.99575	130045.4159	0	48116.80389	0	36412.71646	9103.179114	0	0	14304.99575	35112.2623	0	24708.62902	0	5201.816637	0	28609.9915	37713.17062	0	0	0	0	0	0	0	0	0	0	0	0	0	11704.08743	0	0	0	9103.179114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46816.34973	0	20807.26655	0	32511.35398	0	0	0	0	0	0	0	0	0	0	0	11704.08743	0	0	16905.90407	6502.270796	0	11704.08743	0	0	0	0	0	0	0	0	13004.54159	18206.35823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2600.908318	3901.362477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5201.816637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample147	BC2	Beijing	1	Control	9753106.92	359189.1143	408577.6175	101021.9384	56123.29911	1667984.45	4148634.27	5128547.073	76327.68679	6876226.607	40408.77536	24045466.27	225615.6624	158267.7035	2415546.794	80817.55072	4332718.692	8291656.211	2505344.072	0	93164.67653	301943.3492	2367280.757	1169609.554	7079392.95	1488389.892	1227977.785	2651264.65	2157379.618	19081.9217	1758904.194	299698.4173	3384234.937	280616.4956	1641045.266	625213.5521	63980.56099	327760.0668	372658.7061	798073.3134	2049622.884	550008.3313	124593.724	479292.9744	33673.97947	819400.1671	170614.8293	0	0	113369.0642	393985.5598	0	33673.97947	124593.724	451231.3249	679091.9193	0	84184.94867	414189.9475	44898.63929	330004.9988	297453.4853	208778.6727	3367.397947	360311.5803	0	12347.1258	0	1049505.693	283983.8935	72960.28885	41531.24134	0	129083.588	12347.1258	893482.9219	69592.8909	38163.8434	29184.11554	181839.4891	46021.10527	53878.36715	4489.863929	85307.41465	207656.2067	0	0	0	0	0	28061.64956	0	29184.11554	0	0	0	0	39286.30938	0	0	8979.727858	0	10102.19384	92042.21055	0	31429.0475	0	22449.31965	19081.9217	0	12347.1258	16836.98973	2244.931965	0	33673.97947	0	0	0	0	15714.52375	0	0	0	0	6734.795894	15714.52375	17959.45572	0	0	0	0	0	0	0	0	35918.91143	0	8979.727858	0	0	5612.329911	31429.0475	0	7857.261876	0	0	0	0	0	0	0	0	0	0	0	0	3367.397947	21326.85366	0	0	68470.42492	0	0	8979.727858	0	0	0	0	21326.85366	0	0	0	5612.329911	0	10102.19384	0	0	0	5612.329911	10102.19384	0	0	0	0	7857.261876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3367.397947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4489.863929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample148	BC3	Beijing	1	Control	13763500.21	2891524.227	542887.8746	1525256.41	45240.65622	7133805.19	946176.01	3199160.69	68507.27942	4798094.739	20681.44284	6910187.09	107284.9847	797528.1396	2056510.973	56873.96782	6223821.705	1761800.412	95651.67315	0	740654.1718	2128896.023	6637450.562	970735.2234	4455558.342	511865.7103	701876.4665	691535.745	1110334.963	0	2669198.717	56873.96782	1204694.046	922909.3868	321854.9542	111162.7553	93066.49279	78848.00084	21974.03302	491184.2675	1191768.144	197766.2972	708339.4174	214569.9695	257225.4454	29729.57409	262395.8061	155110.8213	0	73677.64013	129259.0178	0	40070.29551	223618.1007	151233.0508	51703.60711	0	0	236544.0025	15511.08213	233958.8222	124088.6571	99529.44368	0	27144.39373	40070.29551	0	0	86603.5419	60751.73835	16803.67231	127966.4276	0	78848.00084	0	749702.303	65922.09906	116333.116	18096.26249	69799.86959	37485.11515	69799.86959	0	60751.73835	0	11633.3116	23266.6232	0	0	0	34899.9348	0	0	0	0	0	0	31022.16426	16803.67231	0	7755.541066	0	27144.39373	42655.47586	303758.6917	41362.88568	0	18096.26249	9048.131244	0	2585.180355	16803.67231	49118.42675	0	7755.541066	0	0	0	0	7755.541066	0	0	0	0	7755.541066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6462.950888	25851.80355	0	0	0	0	0	0	0	0	0	0	0	0	14218.49195	0	0	12925.90178	0	5170.360711	0	0	0	0	0	0	37485.11515	0	0	0	7755.541066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6462.950888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample149	BC4	Beijing	1	Control	32739454.86	10693670.53	1237597.588	468839.1978	2554484.159	2595852.323	8363263.926	1010072.684	93078.37015	6855049.594	0	2618260.079	168920.0051	418852.6657	7287691.648	206840.8226	17529759.71	29302.44986	3643845.824	0	41368.16451	1049717.175	2861298.045	3349097.652	280958.784	4946943.006	3316347.855	1659897.601	1044546.154	53433.87916	5002100.559	461944.5037	22407.75578	573983.2826	982493.9072	834257.9843	491246.9536	2904389.883	22407.75578	1258281.671	193051.4344	494694.3006	0	387826.5423	511931.0358	1508214.331	172367.3521	0	22407.75578	1346189.02	236143.2724	34473.47043	0	663614.3057	430918.3803	0	0	0	363695.113	441260.4215	410234.2981	0	1723.673521	798060.8404	0	0	203393.4755	0	0	63775.92029	0	103420.4113	0	167196.3316	6894.694085	8618.367607	0	0	55157.55268	51710.20564	108591.4318	53433.87916	6894.694085	0	113762.4524	10342.04113	0	0	0	31026.12338	0	0	0	0	0	163748.9845	0	32749.79691	0	127551.8406	0	22407.75578	12065.71465	0	0	12065.71465	143064.9023	0	8618.367607	0	0	68946.94085	17236.73521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39644.49099	0	0	20684.08226	0	0	10342.04113	20684.08226	0	22407.75578	13789.38817	18960.40873	0	0	0	0	0	25855.10282	0	0	1723.673521	0	0	0	0	0	0	0	0	0	5171.020564	0	22407.75578	0	0	0	0	5171.020564	12065.71465	0	0	0	0	0	0	12065.71465	0	8618.367607	3447.347043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8618.367607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample15	SC5	Shanghai	1	Control	8820.181082	53901.10661	25480.52312	9800.201202	6385811.103	10112827.62	1890458.812	0	16821065.34	1291666.518	0	0	3288947.523	163663.3601	755595.5127	0	6860.140841	0	83301.71021	0	65661.34805	1853218.047	0	248925.1105	45080.92553	289105.9354	471389.6778	216584.4466	105842.173	1587632.595	1960.04024	4131764.827	0	0	118582.4345	243044.9898	0	0	0	77421.58949	0	272445.5934	0	0	0	96041.97178	0	0	0	0	112702.3138	0	103882.1327	0	9800.201202	0	0	0	37240.76457	23520.48288	12740.26156	0	31360.64385	0	46060.94565	0	0	68601.40841	23520.48288	0	41160.84505	953559.5769	0	252845.191	62721.28769	0	0	0	36260.74445	0	0	0	0	0	0	0	353787.2634	0	0	36260.74445	0	0	0	0	0	10780.22132	0	7840.160961	0	4900.100601	50961.04625	0	5880.120721	0	360647.4042	32340.66397	4900.100601	63701.30781	20580.42252	557631.4484	0	0	7840.160961	0	0	0	12740.26156	0	0	0	0	0	0	0	0	9800.201202	0	0	0	0	0	0	7840.160961	4900.100601	0	14700.3018	23520.48288	0	25480.52312	0	6860.140841	0	0	0	0	10780.22132	0	0	0	0	0	0	0	0	0	0	0	0	0	6860.140841	0	0	6860.140841	0	0	0	10780.22132	0	0	0	0	0	10780.22132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9800.201202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample150	BC5	Beijing	1	Control	30309912.07	14330850	3003183.948	654734.5476	2800949.339	4398602.752	4648868.081	3662974.361	70782.11325	3875320.701	50558.65232	1703826.583	242681.5312	184539.081	1362555.68	113756.9677	6079677.942	10111.73046	1615348.942	0	27807.25878	490418.9275	4365739.628	1342332.219	273016.7225	1342332.219	1087011.025	841801.5612	1443449.524	55614.51756	6375446.058	123868.6982	0	1461145.052	621871.4236	432276.4774	740684.2565	1713938.314	0	753323.9196	187067.0136	260377.0595	0	965670.2594	126396.6308	336215.038	371606.0946	0	37918.98924	910055.7418	63198.3154	194650.8114	0	563728.9734	376661.9598	0	0	0	161787.6874	510642.3885	116284.9003	0	0	0	0	0	321047.4423	0	0	78365.9111	10111.73046	154203.8896	0	406997.1512	0	0	0	0	0	0	270488.7899	85949.70895	0	0	0	0	0	0	0	22751.39355	0	0	0	27807.25878	0	63198.3154	0	5055.865232	0	146620.0917	42974.85447	0	0	0	0	20223.46093	7583.797849	20223.46093	30335.19139	0	0	101117.3046	0	7583.797849	0	0	10111.73046	202234.6093	0	0	174427.3505	0	0	0	17695.52831	10111.73046	0	0	0	0	0	0	0	0	0	0	20223.46093	0	0	0	0	0	0	0	0	0	0	0	0	0	15167.5957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12639.66308	22751.39355	0	0	0	0	0	0	0	0	0	0	0	0	0	17695.52831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2527.932616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample151	BR1	Beijing	1	Resistant starch	25795190.23	41825191.86	443306.1897	190522.0422	1434518.906	1217846.78	1241506.38	266481.8107	52300.16845	2809266.191	32376.29476	343686.8213	206710.1896	336215.3686	1880315.58	1031060.464	7710539.12	7471.452636	422137.0739	0	53545.41056	189276.8001	2423241.138	1154339.432	146938.5685	1182980.001	1114491.685	552887.4951	933931.5795	0	1642474.338	129505.179	7471.452636	740919.0531	546661.2845	212936.4001	465720.5476	823105.0321	14942.90527	181805.3475	64752.58951	334970.1265	0	1592664.654	32376.29476	415910.8634	114562.2738	0	42338.2316	481908.695	227879.3054	27395.32633	82185.97899	292631.8949	97128.88427	0	0	0	138221.8738	34866.77897	85921.70531	0	0	1181734.759	0	0	546661.2845	0	62262.1053	24904.84212	19923.8737	686128.4004	0	54790.65266	6226.21053	0	0	0	46073.95792	62262.1053	52300.16845	18678.63159	0	0	21169.1158	0	0	0	0	0	0	0	0	0	0	8716.694742	0	14942.90527	0	62262.1053	0	0	8716.694742	0	0	0	13697.66317	13697.66317	0	0	6226.21053	0	0	0	0	0	18678.63159	1245.242106	0	0	16188.14738	0	0	0	21169.1158	0	0	0	0	2490.484212	0	0	8716.694742	0	0	0	0	0	0	0	6226.21053	0	17433.38948	6226.21053	0	0	0	6226.21053	0	0	14942.90527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18678.63159	0	0	0	0	9961.936848	0	0	0	0	0	0	0	0	0	6226.21053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245.242106	17433.38948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7471.452636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2490.484212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
