Row.names	Subject	Vendor	Time	Group	Muribaculaceae	Faecalibaculum	Bacteroides-acidifaciens	Akkermansia-muciniphila	Parasutterella	Bacteroides	Lachnospiraceae-NK4A136-group	Alloprevotella	Parabacteroides-goldsteinii	Lachnospiraceae	Bacteroides-uniformis	Desulfovibrionaceae	Lachnospiraceae-bacterium-28-4	Clostridia-UCG-014	Oscillospiraceae	Lachnospiraceae-bacterium-10-1	Rikenellaceae-RC9-gut-group	Helicobacter-ganmani	Mucispirillum-schaedleri	Ruminococcus-sp.-N15.MGS-57	Escherichia-Shigella	Clostridia-vadinBB60-group	Alistipes	Colidextribacter	Parabacteroides	Oscillibacter	Ruminococcaceae	Anaerotruncus	Roseburia	Bacteroides-vulgatus-ATCC-8482	Odoribacter	Peptococcaceae	Rikenella	Lactobacillus	Lachnoclostridium	Blautia	Muribaculum	Bilophila	Desulfovibrio	Lachnospiraceae-UCG-006	Candidatus-Saccharimonas	Tuzzerella	Helicobacter-mastomyrinus	mouse-gut-metagenome	Gastranaerophilales	GCA-900066575	Bacteroides-caecimuris	Lachnospiraceae-bacterium-DW59	Dubosiella-newyorkensis	Parabacteroides-distasonis	Incertae-Sedis	Bifidobacterium-choerinum	Acetatifactor	Butyricimonas	UCG-009	Desulfovibrio-fairfieldensis	Lachnospiraceae-bacterium-595	Clostridiales-bacterium-CIEAF-020	Lachnospiraceae-FCS020-group	gut-metagenome	ASF356	Bacteroides-sartorii	Intestinimonas	Candidatus-Gastranaerophilales-bacterium-Zag_111	A2	Dubosiella	Burkholderiales-bacterium-YL45	Marvinbryantia	Dorea-sp.-5-2	UBA1819	Erysipelotrichaceae	Clostridium-sensu-stricto-1	Tannerellaceae	Negativibacillus	Bifidobacterium	Rikenellaceae	Helicobacter-hepaticus	Helicobacter	Family-XIII-AD3011-group	[Eubacterium]-xylanophilum-group	Parabacteroides-merdae	NK4A214-group	Clostridium-sp.-Culture-27	Bacteroides-stercorirosoris	Clostridium-sp.-Culture-54	Coriobacteriaceae-UCG-002	Turicibacter	Bacteroides-caccae	[Eubacterium]-coprostanoligenes-group	UCG-010	Prevotellaceae	Oscillospirales	Acutalibacter-muris	Alistipes-shahii	Lachnospiraceae-UCG-001	Harryflintia	Clostridium-sp.-Clone-49	Christensenellaceae	Eubacterium-sp.-14-2	Bacteroides-xylanisolvens	Erysipelatoclostridium	Clostridium-sp.-Clone-44	Streptococcus	Alistipes-inops	Lactobacillus-intestinalis	[Eubacterium]-nodatum-group	Clostridia	Clostridiales-bacterium-CIEAF-012	Peptococcus	Lactobacillus-murinus	Enterobacteriaceae	Parabacteroides-sp.	RF39	Prevotellaceae-UCG-001	Alistipes-sp.-cv1	Bacteroidales	Enterococcus	Clostridium-sp.-Culture-41	Rhodospirillales	Butyricicoccus	[Eubacterium]-fissicatena-group	Lachnospiraceae-bacterium-A4	Ruminococcus	[Eubacterium]-oxidoreducens-group	Brevinema	Monoglobus	UCG-003	Akkermansia	Klebsiella	Proteus	Faecalibaculum-rodentium	Enterorhabdus	[Clostridium]-leptum	Anaerovorax	Frisingicoccus	Eubacterium-plexicaudatum	Defluviitaleaceae-UCG-011	Malacoplasma-muris	[Eubacterium]-ventriosum-group	Bacteroides-nordii	UCG-005	Eisenbergiella	Anaeroplasma	Paludicola	Arcobacteraceae	[Acetivibrio]-ethanolgignens-group	Peptostreptococcaceae	Butyricimonas-virosa	Sphingobium	Flavonifractor	Alistipes-sp.-N15.MGS-157	Paraprevotella	Pasteurellaceae-bacterium	Bacteria	Parvibacter	[Clostridium]-aldenense	Butyricimonas-synergistica	Lachnospiraceae-bacterium-COE1	metagenome	Paenarthrobacter	Tyzzerella	[Ruminococcus]-torques-group	Parasutterella-excrementihominis	[Eubacterium]-brachy-group	Lysinibacillus	Christensenella-sp.-Marseille-P2437	Methyloprofundus	Lactococcus	Christensenella-minuta	[Clostridium]-innocuum-group	Megamonas	Candidatus-Soleaferrea	Christensenellaceae-R-7-group	Subdoligranulum	Alistipes-obesi	Faecalibacterium	Muribaculum-intestinale	Bacillus	Flavobacterium	Adlercreutzia-mucosicola	[Clostridium]-methylpentosum-group	Erysipelotrichaceae-UCG-003	Chloroplast	Alistipes-finegoldii	Anaerofilum	Butyricimonas-sp.-AT11	Streptomyces-sp.-Q1	Corynebacterium-propinquum	Cetobacterium	Clostridium-sp.-ND2	Anaerostipes	Morganella	Lachnospiraceae-AC2044-group	Micrococcaceae	Ruminiclostridium	Faecalitalea	Acetatifactor-muris	Adlercreutzia-muris	Nostoc-PCC-73102	Leuconostoc	Dialister-invisus-DSM-15470	Lachnospiraceae-UCG-010	Anaerotruncus-sp.-G3(2012)	Streptococcus-respiraculi	marine-metagenome	Dialister-sp.-Marseille-P5638	Corynebacterium-tuberculostearicum	Coprococcus	Streptococcus-danieliae	Allobaculum	Veillonella	UCG-007	Acinetobacter	Vagococcus-fluvialis	Anaerovoracaceae	Ethanoligenenaceae	[Eubacterium]-hallii-group	Vibrio	Nostocaceae	Rickettsia	Family-XIII-UCG-001	Anaerofustis	Rikenella-sp.-Marseille-P3215	Corynebacterium	Desmonostoc-PCC-7422	Oxalobacter-formigenes	Parabacteroides-sp.-CT06	Romboutsia	Dielma	Eggerthella	Lactobacillus-mucosae-LM1	Providencia-alcalifaciens	Candidatus-Stoquefichus	Lysobacter	Caproiciproducens	Brachybacterium	Megasphaera	human-gut-metagenome	Shewanella	Erysipelatoclostridium-ramosum	Subgroup-2	Alteromonas	Providencia	Clostridium-sp.-ASF356	Acinetobacter-sp.-CIP-56.2	Pedobacter	Elizabethkingia	Atopobiaceae	Holdemanella	Clostridiales-bacterium-CIEAF-026	Bosea	Verrucomicrobiaceae-bacterium-CHC8	Mucispirillum	Collinsella	Burkholderiales	Asticcacaulis	Sphingomonas	Endozoicomonas	Devosia	Prevotella	Bacteroides-faecichinchillae	Dyadobacter-fermentans	Rhizobiaceae	Anoxybacillus	Lactobacillales	Acidovorax	Enterobacterales	Lachnospiraceae-NC2004-group	Victivallis-vadensis	Pseudomonas	Burkholderia-Caballeronia-Paraburkholderia	Porphyromonas	Bacteroides-sp.-Smarlab-3302398	Rikenellaceae-bacterium-DTU002	Firmicutes	Sphingopyxis	Lachnospiraceae-bacterium-3-2	DNF00809	Rhodococcus	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Cellulosimicrobium	Turicimonas-muris	Akkermansia-sp.-KLE1798	Bradyrhizobium	Catenibacterium	Dialister	Fusobacterium	Peptoniphilus	Xanthobacteraceae	Clostridium-isatidis	bacterium-enrichment-culture-clone-M153	Bacteroides-coprocola-DSM-17136	Mucilaginibacter	Fusicatenibacter	Bacilli	Clostridium-sp.-Clone-47	[Clostridium]-cocleatum	Candidatus-Arthromitus	Lactococcus-raffinolactis	[Ruminococcus]-gnavus-group	Pseudarthrobacter	Clostridiales-bacterium-CIEAF-021	Wolbachia	Vagococcus
sample382	HI2	Hunan	25	Inulin	82888884.88	4755196.712	10261523.41	48164924.47	6885113.26	6855714.826	555630.404	3757119.875	2004973.204	5494567.329	90063572.71	82315.61541	74966.00689	9266386.421	1109790.886	72026.16349	58796.86815	111714.0495	737900.6953	29398.43408	880483.1006	194029.6649	113183.9712	401288.6251	721731.5566	1245023.683	310153.4795	689393.2791	1278831.882	0	88195.30223	370420.2694	182270.2913	32338.27748	0	83785.53712	55857.02474	0	135232.7967	89665.22393	4409.765111	186680.0564	395408.9383	0	0	86725.38052	63206.63326	23518.74726	4409.765111	0	0	0	0	14699.21704	24988.66896	97014.83245	0	30868.35578	24988.66896	60266.78985	80845.69371	133762.875	146992.1704	0	0	16169.13874	0	16169.13874	67616.39837	8819.530223	29398.43408	0	357190.974	0	29398.43408	16169.13874	0	0	0	13229.29533	0	0	0	186680.0564	0	26458.59067	0	0	0	0	36748.04259	10289.45193	0	73496.08519	0	0	0	35278.12089	0	0	0	0	38217.9643	16169.13874	0	0	0	0	0	0	0	0	0	33808.19919	20578.90385	114653.8929	0	0	0	0	0	0	0	0	0	7349.608519	0	0	0	0	0	8819.530223	5879.686815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42627.72941	0	0	0	7349.608519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10289.45193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2939.843408	0	0	0	0	0	0	0	0	0	0	0
sample384	HI4	Hunan	25	Inulin	58054452.65	3049815.09	9115538.606	51383762.89	3995632.525	4961972.415	119565.6004	1568629.294	739700.6171	514845.906	38874881.16	41044.90758	39260.34638	3910865.868	109750.5138	19630.17319	55321.39718	54429.11658	25876.13739	9815.086596	5180581.161	160610.5079	82089.81517	82089.81517	405987.6728	119565.6004	33014.38219	48183.15238	183809.8035	0	54429.11658	8922.805996	128488.4063	19630.17319	33014.38219	81197.53457	33906.66279	0	125811.5645	20522.45379	0	67813.32557	153472.2631	0	0	39260.34638	66028.76437	0	0	0	0	0	0	13384.20899	4461.402998	0	0	0	19630.17319	24983.85679	41937.18818	104396.8302	21414.73439	0	0	16061.05079	0	0	0	0	8030.525397	0	165964.1915	0	33906.66279	5353.683598	0	0	0	0	0	0	0	85658.93756	0	49075.43298	0	0	0	0	13384.20899	14276.48959	0	64244.20317	0	0	0	4461.402998	0	0	8922.805996	0	22307.01499	0	0	0	0	0	0	0	23199.29559	0	0	36583.50458	8922.805996	4461.402998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10707.3672	0	0	0	0	0	3569.122399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4461.402998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3569.122399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892.2805996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample385	HI5	Hunan	25	Inulin	34335948.4	1716309.278	8731894.299	32212528.22	2346013.193	6131070.684	834723.7954	4284915.483	849368.0725	3895377.712	68585007.43	48814.25704	58577.10845	287027.8314	640443.0524	64434.81929	56624.53817	84936.80725	1110036.205	11715.42169	87865.66267	175731.3253	67363.67471	459830.3013	326079.237	790790.964	149371.6265	507668.2732	263596.988	0	44909.11648	253834.1366	112272.7912	8786.566267	67363.67471	167921.0442	24407.12852	0	106415.0803	166944.7591	10739.13655	92747.08838	414921.1848	0	0	137656.2049	56624.53817	15620.56225	0	0	18549.41768	0	1952.570282	7810.281126	8786.566267	44909.11648	0	29288.55422	60529.67873	19525.70282	116177.9318	121059.3575	62482.24901	0	5857.710845	0	0	19525.70282	0	4881.425704	14644.27711	0	167921.0442	7810.281126	7810.281126	7810.281126	5857.710845	0	0	0	0	15620.56225	0	158158.1928	0	19525.70282	0	0	39051.40563	3905.140563	0	21478.2731	0	31241.12451	0	0	0	6833.995986	0	0	26359.6988	0	15620.56225	7810.281126	0	0	1952.570282	0	0	0	11715.42169	0	0	61505.96387	2928.855422	53695.68274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1952.570282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19525.70282	0	0	0	22454.55824	0	0	0	0	0	0	0	0	6833.995986	0	0	0	3905.140563	0	1952.570282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14644.27711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3905.140563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample386	HC1	Hunan	31	Control	18357162.64	2365984.898	12306890.81	12920133.22	4740668.269	1299455.349	2122910.877	1551227.843	1110021.918	1850358.695	1329416.759	56540.08027	62339.06287	137242.588	1608251.172	57023.32882	19329.94197	36726.88975	45908.61219	12564.46228	9292869.604	591496.2244	184600.9459	531573.4043	2315243.8	252255.7428	449421.1509	277384.6673	289949.1296	0	22712.68182	57023.32882	928320.4633	498229.2544	40592.87815	385632.3424	13530.95938	0	149323.8018	170103.4894	30927.90716	226643.5696	103898.4381	14980.70503	0	142558.3221	27061.91876	88917.73308	0	0	34793.89555	0	20779.68762	3865.988395	21262.93617	291398.8753	148840.5532	39143.1325	53640.58898	20779.68762	34793.89555	72970.53095	84085.24759	0	0	7248.72824	0	5798.982592	30444.65861	5315.734043	11597.96518	0	28028.41586	53157.34043	16430.45068	7248.72824	0	0	10148.21954	56056.83173	0	13530.95938	7731.97679	28028.41586	18363.44488	0	4349.236944	0	0	1449.745648	8698.473888	46875.10929	0	8215.225339	0	18363.44488	0	8698.473888	0	2416.242747	14497.45648	14014.20793	0	5798.982592	0	11114.71664	0	11114.71664	6282.231142	23679.17892	15947.20213	0	0	0	5798.982592	6765.479691	4832.485494	0	0	3865.988395	0	0	0	0	0	16913.69923	0	0	0	6282.231142	0	1932.994197	0	0	0	0	0	0	0	0	0	0	0	0	1449.745648	0	21746.18472	0	0	8215.225339	0	0	0	966.4970987	0	0	0	0	0	7731.97679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966.4970987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample387	HC2	Hunan	31	Control	13232727.55	7196043.173	7067077.036	4245859.255	3167354.874	648839.9964	1307035.049	1893730.741	1419963.947	1520864.914	896748.996	47443.50128	3884353.14	48779.93793	610751.5517	41429.53633	16705.4582	22051.20482	41429.53633	0	5227471.979	2450356.608	106914.9325	416968.2366	2314708.288	108919.5874	327426.9807	162377.0537	314730.8324	0	29401.60643	20714.76816	1084518.346	428996.1665	98228.0942	310721.5225	12696.14823	0	291343.191	248577.218	120947.5173	69494.7061	46107.06462	24724.07813	0	73504.01607	21382.98649	53457.46623	0	0	66153.61446	0	30069.82475	6013.964951	30738.04308	212493.4283	144335.1588	16705.4582	57466.7762	4009.309967	21382.98649	44102.40964	27396.95144	0	0	12696.14823	0	10691.49325	28733.3881	0	12696.14823	6682.183279	62144.30449	26060.51479	65485.39613	0	0	0	16705.4582	49448.15626	0	9355.05659	34079.13472	14032.58489	14700.80321	0	0	0	0	6013.964951	10023.27492	54125.68456	0	17373.67652	5345.746623	10023.27492	0	8686.838262	0	1336.436656	14700.80321	0	15369.02154	0	0	12027.9299	0	8018.619934	668.2183279	0	7350.401607	0	0	16037.23987	14700.80321	0	0	0	0	0	0	0	0	0	0	0	0	34747.35305	0	2672.873311	0	10023.27492	8018.619934	0	0	0	0	8018.619934	0	0	0	0	0	7350.401607	4009.309967	0	0	0	0	0	0	0	0	0	4677.528295	0	0	0	0	0	0	0	0	2672.873311	7350.401607	0	0	0	2004.654984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample388	HC3	Hunan	31	Control	25018888.22	1656944.689	7212429.576	17824037.23	2674549.621	522800.2301	733092.228	3712988.434	1138701.871	451183.7602	612646.3469	31250.82322	67059.05816	741555.9926	267585.1738	20833.88215	20182.82333	31250.82322	12370.11752	0	7314645.81	625667.5232	73569.64633	125654.3517	1296909.164	57293.1759	182947.5276	70965.41106	13021.17634	0	26693.4115	11719.05871	716164.6988	810568.2273	50131.52891	63152.70526	16927.52924	0	59246.35235	46876.23483	52735.76418	29297.64677	148441.4103	0	0	78127.05805	20833.88215	74220.70515	0	0	0	0	11719.05871	2604.235268	20833.88215	50782.58773	21484.94096	23438.11741	0	0	14323.29398	29948.70559	0	0	0	0	0	85288.70504	0	0	3255.294085	0	64454.82289	5208.470537	16927.52924	5208.470537	3255.294085	0	20182.82333	0	0	5208.470537	0	11067.99989	0	0	3255.294085	0	0	3255.294085	0	15625.41161	0	0	0	5208.470537	0	3906.352902	0	0	0	0	10416.94107	3906.352902	5859.529354	4557.41172	0	0	0	0	3906.352902	0	0	5208.470537	0	12370.11752	9114.823439	0	0	0	0	0	0	0	18229.64688	0	0	0	0	18880.7057	0	0	0	0	0	0	0	1302.117634	0	0	0	0	0	0	0	0	0	0	7812.705805	0	0	0	0	0	0	0	0	0	0	3906.352902	0	0	0	0	0	0	0	0	0	0	1953.176451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1953.176451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8463.764622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample389	HC4	Hunan	31	Control	23815527.85	886386.7167	6477505.174	7200544.666	1459345.764	580421.6105	3232119.197	1200643.56	682409.9792	4167427.164	583738.3055	58871.33478	4210544.198	745427.1827	2814215.637	95354.97887	23216.86442	35654.47036	1010762.776	0	5810849.495	1304290.276	165834.7459	1121872.056	1828328.073	1073779.979	1125188.751	421220.2545	347423.7926	0	18241.82205	113596.8009	1829157.247	229681.123	221389.3857	789373.3903	22387.69069	5804.216105	381419.9155	392199.174	101988.3687	146763.7501	104475.8899	37312.81782	0	233826.9917	8291.737293	1450224.853	0	0	49750.42376	0	103646.7162	5804.216105	68821.41953	383078.263	186564.0891	159201.356	101988.3687	11608.43221	102817.5424	44775.38138	188222.4366	0	15754.30086	0	0	17412.64832	53067.11868	0	4975.042376	0	0	53896.29241	12437.60594	10779.25848	0	0	19070.99577	39800.33901	0	20729.34323	91209.11023	11608.43221	24046.03815	0	4975.042376	0	11608.43221	4975.042376	0	85404.89412	9120.911023	0	0	14925.12713	0	14925.12713	0	0	5804.216105	0	7462.563564	12437.60594	0	15754.30086	0	5804.216105	5804.216105	0	3316.694917	0	22387.69069	3316.694917	12437.60594	0	0	0	0	0	0	0	0	0	12437.60594	11608.43221	0	0	0	0	0	0	0	0	0	0	0	9120.911023	0	0	0	0	0	5804.216105	0	0	0	0	0	24875.21188	0	5804.216105	0	0	0	0	0	38971.16528	0	0	0	0	0	0	10779.25848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829.1737293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1658.347459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3316.694917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample39	SC4	Shanghai	5	Control	14476.34291	1437461.726	0	0	1367036.274	11816608.34	338433.4222	1565.010045	7905648.241	665911.7741	0	3521.272601	2034513.058	0	97813.1278	0	0	3912.525112	35603.97852	0	35995.23103	1581442.65	0	96248.11775	25431.41323	163934.8022	163152.2972	86858.05749	19953.87807	399468.8139	0	703863.2676	0	2347.515067	31300.2009	161587.2871	2738.767578	0	0	48906.5639	0	144763.4291	0	0	0	16823.85798	0	0	0	0	8998.807758	0	259400.4149	0	0	0	0	0	2738.767578	782.5050224	9390.060269	0	11346.32282	0	0	0	0	0	0	0	0	5477.535157	0	182323.6702	4303.777623	0	0	0	9390.060269	0	0	0	0	0	0	0	4303.777623	0	0	782.5050224	0	0	6260.040179	0	0	11737.57534	0	782.5050224	0	7042.545202	2347.515067	0	0	0	0	9781.31278	0	12520.08036	5868.787668	0	2738.767578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2347.515067	0	0	0	11737.57534	0	0	0	2738.767578	0	0	0	0	4303.777623	0	0	0	0	0	0	5868.787668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1956.262556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample390	HC5	Hunan	31	Control	51245479.62	786384.3154	10385696.3	31711286.48	1698183.371	713508.1827	13643089.95	3148926.849	1438879.922	5433508.869	1188050.442	106772.0083	644021.6376	1579547.806	5860596.902	222017.9856	42369.84458	91518.86429	2210011.093	0	10543312.12	1267705.75	210154.4291	2877759.844	1694793.783	1576158.218	1843935.636	401666.1266	588093.4427	0	83044.89537	283030.5618	1888000.274	293199.3245	305062.881	893156.3237	28811.49431	0	830448.9537	472847.4655	191511.6975	155921.028	262693.0364	184732.5224	0	459289.1152	30506.2881	262693.0364	0	0	105077.2146	0	110161.5959	18642.73161	189816.9037	367770.2509	0	2020194.189	145752.2653	11863.55648	145752.2653	71181.33889	305062.881	0	0	0	0	157615.8218	23727.11296	0	0	0	93213.65807	115245.9773	0	11863.55648	0	0	42369.84458	69486.54511	0	55928.19484	325400.4064	32201.08188	59317.78241	0	0	0	0	10168.7627	10168.7627	115245.9773	0	0	0	50843.81349	0	13558.35026	0	0	0	0	0	13558.35026	0	15253.14405	0	0	11863.55648	0	13558.35026	0	22032.31918	0	20337.5254	0	0	0	0	10168.7627	0	0	0	0	0	25421.90675	0	0	0	0	0	0	0	0	0	0	0	8473.968916	0	0	0	28811.49431	0	16947.93783	0	0	22032.31918	3389.587566	0	57622.98863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3389.587566	0	0	0	0	0	0	0	0	5084.381349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample391	HR1	Hunan	31	Resistant starch	64862183.08	4821366.239	32612882.36	9851889.66	3793172.993	1740695.981	30206597.4	8157130.07	2580256.816	3975941.184	1273513.118	78189.60048	563942.4934	3101195.029	2946770.568	348921.0921	62551.68038	96759.63059	122171.2507	0	251184.0915	2548980.976	1930305.762	889406.7054	951958.3858	788737.5948	707615.8843	403653.8125	354785.3122	0	82099.0805	135854.4308	1554018.309	517028.7332	225772.4714	349898.4621	0	0	467182.8628	312758.4019	272686.2317	96759.63059	324486.842	51800.61032	0	376287.4523	115329.6607	83076.45051	32253.2102	0	54732.72033	0	100669.1106	6841.590042	65483.7904	160288.681	178858.7111	89918.04055	67438.53041	0	142696.0209	85031.19052	186677.6711	0	120216.5107	12705.81008	0	30298.47018	73302.75045	8796.330054	20524.77013	12705.81008	362604.2722	33230.5802	71348.01043	17592.66011	0	0	58642.20036	36162.69022	0	64506.42039	6841.590042	40072.17024	0	14660.55009	4886.85003	0	0	46913.76029	18570.03011	38117.43023	0	67438.53041	11728.44007	7818.960048	0	32253.2102	0	977.370006	0	0	12705.81008	25411.62015	0	30298.47018	8796.330054	0	0	0	0	0	11728.44007	0	30298.47018	161266.051	0	0	0	6841.590042	0	0	0	0	10751.07007	0	0	0	0	0	0	0	0	0	0	0	6841.590042	15637.9201	0	0	6841.590042	39094.80024	0	0	0	0	21502.14013	0	0	12705.81008	0	0	0	0	0	0	0	0	0	6841.590042	0	0	0	0	0	0	0	0	0	0	0	0	10751.07007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14660.55009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10751.07007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
