Row.names...1	sampleID	Subject	Vendor	subjectID	Time	Group	Muribaculaceae	Faecalibaculum	Bacteroides-acidifaciens	Akkermansia-muciniphila	Parasutterella	Bacteroides	Lachnospiraceae-NK4A136-group	Alloprevotella	Parabacteroides-goldsteinii	Lachnospiraceae	Lachnospiraceae-bacterium-28-4	Clostridia-UCG-014	Oscillospiraceae	Rikenellaceae-RC9-gut-group	Mucispirillum-schaedleri
sample318	112	HR3	Hunan	13	5	Resistant starch	97826028.99	11036284.01	28861989.9	134306.4357	6761634.348	555750.7683	34099940.89	6210514.836	16380753.9	3644798.789	328819.2046	6173464.785	3403973.456	23156.28201	0
sample333	113	HR3	Hunan	13	8	Resistant starch	72102979.1	10556918.88	61641012.06	103583.8321	4885704.079	1074682.258	39784823.49	4644008.47	7924163.152	5839538.532	120847.8041	1035838.321	4294413.037	0	0
sample348	114	HR3	Hunan	13	13	Resistant starch	92118820.8	2668644.893	63386151.44	30179806.24	2518225.648	1426389.399	51321490.57	12977550.09	8573897.004	5039044.73	3594501.285	866207.3803	2925394.985	7780.305811	163386.422
sample363	115	HR3	Hunan	13	19	Resistant starch	58954784.8	9843769.294	28998143.65	61493605.04	2447762.983	760807.3883	31650785.47	5988213.113	6807728.473	4415079.096	1057941.612	3021663.359	2595131.973	9584.97497	258794.3242
sample378	116	HR3	Hunan	13	25	Resistant starch	61804739.91	6205142.754	30224258.02	19900213.17	5581168.154	812618.0833	34444737.38	7520065.971	7299051.712	3033923.009	457655.7887	3367676.864	2220188.692	11162.33631	2341858.158
sample393	117	HR3	Hunan	13	31	Resistant starch	93478774.52	4195842.178	21441409.13	15636068.12	3369785.749	1121076.582	32186698.71	4687542.433	2579787.339	2258543.172	324522.1684	5379200.792	1307922.679	68838.03573	75394.03913
sample274	118	HR4	Hunan	14	0	Resistant starch	30514405.43	6726087.531	9843594.446	3185342.922	5929751.8	673935.9793	9563402.244	6585991.43	16354376.39	4137996.407	104703.4016	485174.9173	2505508.159	22120.43696	36867.39493
sample289	119	HR4	Hunan	14	1	Resistant starch	41542115.98	24842366.28	7084568.802	1288207.516	10160235.81	250771.0631	14592814.74	1180570.621	4763505.126	5184892.118	93896.01451	269092.2367	3424914.383	18321.17356	16031.02687
sample304	120	HR4	Hunan	14	3	Resistant starch	117861834.1	22570638.61	23908534.27	3336271.473	11888642.51	812898.633	41855811.9	16774502	31224621.97	5177994.938	169353.8819	15754144.86	5177994.938	0	59273.85866
sample319	121	HR4	Hunan	14	5	Resistant starch	58256298.52	20068462.07	24834065.46	378055.8003	8558763.257	1073258.411	15256651.85	5656134.835	17285551.31	1846172.491	94513.95008	819120.9007	1604636.841	12601.86001	33604.96003
sample334	122	HR4	Hunan	14	8	Resistant starch	52015754.48	15266749.49	41342381.52	101632.1921	6062061.341	1271398.795	35533404.27	2530840.862	10175175.94	8485291.647	145473.5299	793129.6561	8570981.535	19927.88081	960523.8549
sample349	123	HR4	Hunan	14	13	Resistant starch	59810810.67	10335735.72	39106634.77	2176537.91	3495993.534	1180743.623	54337889.18	3327960.297	7765616.606	7052885.021	708220.6257	235697.6286	5025208.771	6766.439099	217653.791
sample364	124	HR4	Hunan	14	19	Resistant starch	74386303.49	22157693.48	29947167.91	52981135.45	7918239.895	757542.2751	18548915.93	4648934.933	6078733.267	1474949.86	277598.273	384624.1132	740819.4875	0	56857.4776
sample379	125	HR4	Hunan	14	25	Resistant starch	61362944.49	7261430.866	26378427.59	15606020.58	7656432.886	1348787.386	21836592.52	4225282.934	3512352.458	2089244.135	509236.0539	1021224.735	1270337.507	53676.23271	83955.13321
sample394	126	HR4	Hunan	14	31	Resistant starch	92333267.74	3455840.314	25222505.76	3578136.032	3244781.573	1406400.767	25352691.52	2570182.608	3077118.087	2562292.561	540468.1769	2294030.984	1749617.784	72982.929	90735.53335
sample275	127	HR5	Hunan	15	0	Resistant starch	35501228.18	3652327.073	33651274.09	1231399.487	4539239.223	677555.2047	10993142.87	6155094.191	20505561.17	8467536.814	2283893.948	85646.02307	9706549.281	60903.83863	163679.0663
sample290	128	HR5	Hunan	15	1	Resistant starch	72483346.45	27900222.18	14201148.05	1984882.939	12541442.53	395415.7363	22811846	4690359.03	7770439.502	10116919.73	5156013.088	460451.2192	9045134.967	59832.64431	41622.70908
sample305	129	HR5	Hunan	15	3	Resistant starch	33954296.27	20949046.92	9404661.205	3865006.33	11291219.36	187530.6322	21794810.07	14066672.72	14520496.85	3120509.72	538212.9144	4183808.404	2779203.969	24378.98219	45007.35173
sample320	130	HR5	Hunan	15	5	Resistant starch	42848850.85	13406315.39	14378140.44	121754.8459	7637349.423	201448.9268	28433077.1	5680416.991	16675986.44	1221975.908	230227.3449	1507546.364	2751659.517	0	22137.2447
sample335	131	HR5	Hunan	15	8	Resistant starch	52426913.4	4692758.682	35283679.34	2753329.508	5404004.92	821232.7694	62706987.89	29711028.41	16318335.07	7651396.383	4216150.379	1840441.296	6932817.709	18331.0886	857894.9466
sample350	132	HR5	Hunan	15	13	Resistant starch	40694827.45	4394528.135	18370677.98	2515359.474	2703810.954	483825.7861	39795339.18	1983418.416	5792544.08	4570950.797	2726532.054	247259.0344	1757543.947	5346.141283	748459.7797
sample365	133	HR5	Hunan	15	19	Resistant starch	59637936.05	18478897.49	29707078.15	5243020.517	11214273.45	836961.5582	7847462.828	7289909.886	10124453.41	595481.7129	426066.5334	2748571.643	452616.6735	8850.046688	59421.74205
sample380	134	HR5	Hunan	15	25	Resistant starch	85247351.25	4736692.098	29909051.93	47296145.83	7520514.46	2159952.567	48732619.14	10314822.03	14380460.9	8207295.494	456106.4887	5038141.789	4888727.594	94366.85972	519017.7285
sample395	135	HR5	Hunan	15	31	Resistant starch	49835446.87	2691975.738	15177261.53	19145611.36	3718323.379	965845.6141	13666897.67	4502662.912	3297724.95	1203480.082	88201.75042	1660525.516	548891.8849	29886.54353	39362.76465
sample6	136	SR1	Shanghai	16	0	Resistant starch	27626.57934	4780289.405	8911.799786	12476.5197	8002350.618	20032834.74	1169228.132	8020.619807	13636390.44	1571150.302	3415892.858	26735.39936	419745.7699	2227.949946	138132.8967
sample16	137	SR1	Shanghai	16	1	Resistant starch	18736.93659	23120811.96	17033.57871	13626.86297	4597362.895	17503137.7	1295687.554	6245.645529	12004698.49	1584690.606	4727953.665	27253.72594	412780.3909	3406.715743	65863.17103
sample26	138	SR1	Shanghai	16	3	Resistant starch	21431.29215	26096662.75	0	5173.07052	6274934.541	19877153.97	472966.4476	5173.07052	24824087.41	805520.981	4502788.383	335510.5737	315557.3017	4434.060446	81291.10817
sample41	139	SR1	Shanghai	16	5	Resistant starch	9706.924544	7088732.689	0	2677.772288	4422340.933	9916125.504	391958.9186	1673.60768	11242292.23	380913.108	702580.504	91044.25779	466601.8212	1673.60768	29790.2167
sample56	140	SR1	Shanghai	16	8	Resistant starch	5287601.109	6376857.695	0	16809.51522	4213136.896	12437024.12	3377367.799	0	17887341.34	638089.1979	440409.2989	246763.6835	372498.8574	3361.903045	55807.59054
sample71	141	SR1	Shanghai	16	13	Resistant starch	8239534.185	3769651.56	23192.36644	39248.62013	4758003.176	21990823.45	1445062.832	15164.23959	21150546.18	1273796.126	647602.2321	170374.6919	1354969.409	5352.084563	0
sample91	142	SR1	Shanghai	16	19	Resistant starch	6240763.783	3590356.529	6688.443608	14268.6797	3363841.239	16318018.82	909182.4345	5350.754887	13160627.54	751335.1653	99880.75789	74018.77593	1112511.12	5350.754887	37009.38797
sample106	143	SR1	Shanghai	16	25	Resistant starch	13757792.34	13203964.27	0	26372.76486	5680034.232	20812506.94	2152676.932	9889.786823	14076463.24	2895509.809	267024.2442	176917.2976	6114085.987	0	284606.0875
sample121	144	SR1	Shanghai	16	31	Resistant starch	17181045.87	3214320.605	5022.375946	17076.07822	1651859.449	10522882.08	2056662.95	7533.563919	668478.2384	2099855.383	653411.1106	99945.28132	4344355.193	0	47210.33389
sample7	145	SR2	Shanghai	17	0	Resistant starch	64388.95045	5834061.133	16888.90504	13722.23534	2709613.702	33034698.25	3442169.958	14777.79191	25823135.8	6179228.13	12926345.69	78111.18579	1924279.618	7388.895953	6481117.308
sample17	146	SR2	Shanghai	17	1	Resistant starch	54491.05003	26276531.99	26850.66233	8686.97899	2277567.946	29478078.61	3495324.455	20532.85943	28213728.31	3015171.435	7939109.071	333264.1031	1255663.327	4738.352176	132673.8609
sample27	147	SR2	Shanghai	17	3	Resistant starch	73296.84399	19199094.6	14035.56587	26511.62442	3413761.521	25937725.73	4358822.956	7797.536594	27966644.75	8597563.849	10766838.53	112284.527	2607496.237	0	3056634.345
sample42	148	SR2	Shanghai	17	5	Resistant starch	20670.82583	8966216.783	16241.36315	15749.20063	2753157.135	14618211.16	786967.8689	2952.975118	18613094.33	1051751.305	3129661.463	25100.2885	693949.1527	4429.462677	268720.7357
sample57	149	SR2	Shanghai	17	8	Resistant starch	7418933.464	4551271.217	30823.64906	12754.6134	3061107.217	18543082.12	457040.3137	0	19374257.76	854559.0981	1983342.384	222142.8501	508058.7673	0	102036.9072
sample72	150	SR2	Shanghai	17	13	Resistant starch	8335759.122	4681039.261	14989.20087	11462.33008	2617819.847	22611650.38	1520963.03	5290.306191	24615794.71	1269673.486	1945950.961	582815.3987	613675.5182	0	6172.023889
sample92	151	SR2	Shanghai	17	19	Resistant starch	4892596.768	7023104.001	15960.5636	11400.40257	1568239.378	18188658.28	3224489.864	6840.241544	14088617.5	2016047.191	1010987.7	88011.10786	619269.8678	3648.128823	11856.41868
sample107	152	SR2	Shanghai	17	25	Resistant starch	9146388.134	5670628.592	19807.5849	5659.309972	2866440.501	26716659.16	1637427.019	8488.964958	24365215.87	3087153.59	169779.2992	125448.0377	675344.3234	4716.091644	98094.70619
sample122	153	SR2	Shanghai	17	31	Resistant starch	18531484.36	1686181.596	0	9174.002157	1973633.664	15009890.73	546770.5285	6116.001438	83789.2197	1821345.228	40977.20963	1037885.444	607318.9428	5504.401294	13455.20316
sample8	154	SR3	Shanghai	18	0	Resistant starch	33005.12459	7829890.138	6908.049332	9210.732443	5344527.5	14928294.61	2269294.206	6140.488295	12453294.04	1472182.069	2261618.595	84047.93354	679675.2982	3070.244148	2440460.317
sample18	155	SR3	Shanghai	18	1	Resistant starch	0	23373710.29	4225.437233	0	4145153.926	26200527.8	3118372.678	8450.874466	31273869.44	1559186.339	3581762.295	84508.74466	622547.7523	0	129580.0751
sample28	156	SR3	Shanghai	18	3	Resistant starch	55504.69421	31915199.17	0	54271.25656	6976323.344	20561405.61	3872994.218	4933.750597	23704204.74	4561252.427	14887592.43	286157.5346	1244538.588	11100.93884	1507260.807
sample43	157	SR3	Shanghai	18	5	Resistant starch	35151.93961	8951066.852	18440.36176	15559.05524	4089150.221	13205027.81	1310994.469	5186.351746	17533902.73	1378993.303	3852306.824	223589.3864	610260.7221	4610.090441	2293519.994
sample58	158	SR3	Shanghai	18	8	Resistant starch	4039601.171	5848775.922	9504.222549	11956.92514	2241463.582	4492124.8	1449240.645	3679.05389	5556597.725	728759.258	1627061.583	308120.7633	380475.4898	1839.526945	149308.2704
sample73	159	SR3	Shanghai	18	13	Resistant starch	5498394.25	3608529.178	4234.652849	21778.21465	2722881.782	14842458.24	2992084.713	4234.652849	13674299	1764640.337	2676300.601	208707.8904	520257.3501	0	4839.603256
sample93	160	SR3	Shanghai	18	19	Resistant starch	11809648.13	10028822	7004.997905	15566.66201	3227747.368	16274166.8	3314142.342	9339.997207	18519657.79	1988641.072	1745022.811	341688.2311	796234.7619	0	12453.32961
sample108	161	SR3	Shanghai	18	25	Resistant starch	12759121.83	8218353.341	0	12072.49848	4002033.247	20250107.14	1637332.607	0	15499578.99	2547297.18	541753.3694	162978.7295	1166505.166	0	1002017.374
sample123	162	SR3	Shanghai	18	31	Resistant starch	23898759.89	1893493.455	0	20517.73094	2402040.072	11721486.58	2875413.436	0	274058.2633	5895916.541	461648.9462	221298.3837	4573988.447	2931.10442	152417.4298
sample9	163	SR4	Shanghai	19	0	Resistant starch	63474.28748	2965901.296	0	13042.66181	4257124.815	34685654.82	1885099.387	6956.086299	17445864.44	3366745.769	8882922.203	76516.94929	1199055.376	0	7687344.871
sample19	164	SR4	Shanghai	19	1	Resistant starch	29023.58525	19957983.03	0	15365.42748	2109331.74	31410348.32	2909187.604	23048.14122	20696377.19	3178082.584	10074598.62	492547.3143	1540810.923	0	1487885.561
sample29	165	SR4	Shanghai	19	3	Resistant starch	67165.74688	25442956.54	30010.22733	17148.70133	2135013.316	47090333.86	3239675.493	8574.350666	24668406.87	10417836.06	32345308.83	174345.1302	2300784.095	10003.40911	7383944.982
sample44	166	SR4	Shanghai	19	5	Resistant starch	81424.89092	7876911.395	0	7101.007929	3303388.888	15514755.52	1781879.59	4260.604757	13492388.47	1312739.666	1761996.767	240014.068	501331.1598	2840.403171	107935.3205
sample59	167	SR4	Shanghai	19	8	Resistant starch	6733910.121	3309763.313	5351.274557	7358.002516	1476951.778	24969047.08	7169370.088	10702.54911	21219810.35	4108441.041	2039504.516	210706.4357	2021443.964	5351.274557	372582.491
sample74	168	SR4	Shanghai	19	13	Resistant starch	2705472.834	1812796.988	3166.764925	2814.902156	1146720.766	8042175.459	1486620.201	2814.902156	7022125.29	608018.8656	699151.3229	319491.3947	256507.9589	0	0
sample94	169	SR4	Shanghai	19	19	Resistant starch	9258013.91	11670051.11	0	16188.1691	3067658.045	40206555.6	8450224.272	0	33074048.29	5573586.622	3546827.85	176451.0432	1843832.461	9712.901462	208827.3814
sample109	170	SR4	Shanghai	19	25	Resistant starch	11206572.42	10808698.43	22880.93281	19067.44401	4677879.596	40124258	5060499.639	7626.977603	26315615.06	3536375.282	1225401.068	694054.9618	1165656.41	11440.4664	116946.9899
sample124	171	SR4	Shanghai	19	31	Resistant starch	33600959.18	4023341.954	35727.75292	23818.50195	5064408.976	32151007.88	3290923.019	0	2077171.857	4449097.676	530954.1059	1369563.862	3027927.06	9924.375811	31758.0026
sample10	172	SR5	Shanghai	20	0	Resistant starch	89969.1362	5492560.229	0	11107.30077	4650626.831	28235869.28	1487267.573	13328.76092	14852682.58	5594747.396	18275952.68	76640.37528	2278107.387	0	4108590.553
sample20	173	SR5	Shanghai	20	1	Resistant starch	25541.3943	15829897.05	0	6179.369588	2413249.803	10862507.82	279719.4633	4531.537698	9059367.774	608461.9254	3025007.392	76624.18289	392595.9478	1235.873918	50670.83062
sample30	174	SR5	Shanghai	20	3	Resistant starch	100688.1195	26519211.41	42059.59421	38235.99473	4030073.845	26209499.86	2285237.952	0	30595168.45	8048676.891	32366769.54	77746.52262	2756815.22	0	156767.5784
sample45	175	SR5	Shanghai	20	5	Resistant starch	32405.41754	6212118.542	4050.677192	7291.218946	6349436.498	11677292.21	172963.9161	6076.015788	16992185.75	599095.1567	2266353.889	286787.9452	358079.8638	4050.677192	137317.9568
sample60	176	SR5	Shanghai	20	8	Resistant starch	5266703.648	5246944.745	0	6373.839584	2146709.172	11795427.53	233282.5288	0	12703062.29	523929.6138	1383123.19	133850.6313	268976.0304	0	52902.86855
sample75	177	SR5	Shanghai	20	13	Resistant starch	4830185.509	4380160.792	5585.41316	14362.49098	3708714.338	7820775.299	940344.2013	8378.11974	13320013.51	810283.8663	1758607.229	268498.7898	592452.7531	2393.748497	5984.371243
sample95	178	SR5	Shanghai	20	19	Resistant starch	13611722.84	12894486.72	7881.715599	0	4504963.445	21047558.53	2850929.128	15763.4312	24773358.09	2639248.766	1007733.637	1009985.556	1006607.678	0	106966.1403
sample110	179	SR5	Shanghai	20	25	Resistant starch	13260601.25	7674399.475	0	28071.36569	2411018.409	19980574.29	4226300.057	12476.16253	26653761.72	6035343.623	3697622.669	502165.5418	2627791.733	14035.68284	4779929.769
sample125	180	SR5	Shanghai	20	31	Resistant starch	21078063.11	3900786.428	0	10731.18687	1747171.363	6231466.077	1750524.858	0	282364.3546	2249525.048	1814241.28	903431.7948	1035559.533	0	14755.38195
